Rank,Name,Canvas,CanvasWeight,Chaqueta,ChaquetaWeight,Craneo,CraneoWeight,Polvo,PolvoWeight,Rociada,RociadaWeight,TraitCount,Weighting
2955,ElMatador1445,Soloia,116.0697674,Pelucia,89.125,Pison,99.82,Infecto,40.25,Estragar,43.4,5,389.77511219999997
2956,ElMatador3549,Coimbra,64.8181818,Liso,131.3421053,Veloz,113.4318182,Marcas,38.0992366,Cunfusao,40.9098361,5,389.7115228
2957,ElMatador3416,Lisbon,63.9871795,Hermosa,63.9871795,Voar,172.1034483,Marcas,38.0992366,Limpiar,50.4141414,5,389.7015301
2958,ElMatador1519,Chajul,94.1698113,Bravo,69.3194444,Magnifico,134.8918919,Aranar,31.3899371,Caotico,58.7176471,5,389.5990766
2959,ElMatador1704,Tacna,116.0697674,Famoso,86.0517241,Imoral,113.4318182,Tizne,31.9935897,Cunfusao,40.9098361,5,389.56708030000004
2960,ElMatador3547,Burgos,124.775,Pericido,58.0348837,Campeao,89.125,Sujo,46.212963,Embargo,70.2957746,5,389.5539661
2961,ElMatador1285,Soyapango,118.8333333,Nitido,63.9871795,Tenaz,113.4318182,Obsceno,44.1681416,Senal,47.9903846,5,389.521202
2962,ElMatador0735,Talara,108.5,Bello,70.2957746,Mao,121.7317073,Grava,31.7898089,Trastormo,56.0786517,5,389.50628730000005
2963,ElMatador0181,Ana,86.0517241,Pelerine,72.3333333,Omal,146.7941176,Cicatriz,36.9703704,Sujar,46.212963,5,389.4728532
2964,ElMatador0659,Cumbres,121.7317073,Vigoroso,70.2957746,Fidalgo,106.1914894,Ardor,38.0992366,Lodo,51.9895833,5,389.418136
2965,ElMatador4932,Tocumen,103.9791667,Estilo,57.3678161,Esquisito,127.974359,Infecto,40.25,Caotico,58.7176471,5,389.3993337
2966,ElMatador3021,Cantel,110.9111111,Guapo,67.4459459,Guia,106.1914894,Laluz,34.4206897,Torridus,69.3194444,5,389.3990253
2967,ElMatador3280,Nazca,121.7317073,Invulgar,71.3,Energico,94.1698113,Cabelo,54.8461538,Sujar,46.212963,5,389.3709802
2968,ElMatador4833,Huacho,92.4259259,Catus,64.8181818,Fantasma,86.0517241,Furia,47.0849057,Luteus,97.8627451,5,389.3538274
2969,ElMatador3598,Pisco,94.1698113,Pelucia,89.125,Fuerto,97.8627451,Sujo,46.212963,Dejado,60.8658537,5,389.3467179
2970,ElMatador1371,Puebla,118.8333333,Vigoroso,70.2957746,Venal,89.125,Tizne,31.9935897,Anguista,77.984375,5,389.34241740000004
2971,ElMatador1446,Juarez,95.9807692,Incultor,66.5466667,Guia,106.1914894,Furia,47.0849057,Apenar,72.3333333,5,389.2475091
2972,ElMatador1537,Sumpango,101.8571429,Robusto,66.5466667,Levado,116.0697674,Imunda,41.2479339,Atufo,62.3875,5,389.2193557
2973,ElMatador4804,Acajutla,73.3970588,Bello,70.2957746,Violento,118.8333333,None,16.5264901,Siccus,99.82,4,389.20599009999995
2974,ElMatador4872,Salvador,79.2222222,Relevo,110.9111111,Leon,108.5,Aranar,31.3899371,Boga,58.0348837,5,389.16849890000003
2975,ElMatador0980,Juarez,95.9807692,Acredo,67.4459459,Superbus,134.8918919,Imunda,41.2479339,Doenca,48.4563107,5,389.13319640000003
2976,ElMatador1186,Celba,103.9791667,Simpatea,69.3194444,Espiritu,118.8333333,Cocar,33.4966443,Atufo,62.3875,5,389.1264335
2977,ElMatador2202,Sechura,138.6388889,Felpa,62.3875,Mariposa,103.9791667,Defeito,35.9064748,Barafunda,47.0849057,5,389.10728090000003
2978,ElMatador1831,LaUnion,74.4925373,Casaco,69.3194444,Cisao,151.2424242,Furia,47.0849057,Huella,45.7889908,5,389.0386472
2979,ElMatador0803,Manaus,101.8571429,Blusa,70.2957746,Guia,106.1914894,Sebento,40.25,Peturbar,69.3194444,5,389.0241961
2980,ElMatador0473,Viana,80.5,Camisa,81.8196721,Animo,142.6,Defeito,35.9064748,Barafunda,47.0849057,5,389.02139739999996
2981,ElMatador4165,Cumbres,121.7317073,Comodo,72.3333333,LaAlma,118.8333333,Laluz,34.4206897,Sujeria,40.5772358,5,389.00664420000004
2982,ElMatador4072,Delgado,89.125,Blusa,70.2957746,Adusto,110.9111111,Manchar,43.0258621,Enojo,74.4925373,5,388.9606299
2983,ElMatador4814,LaUnion,74.4925373,Quente,56.0786517,Temer,103.9791667,Seixos,65.6710526,Furvidus,87.5614035,5,388.8931566
2984,ElMatador0707,Chancay,118.8333333,Vigoroso,70.2957746,Desonesto,118.8333333,Cubrir,33.952381,Huella,45.7889908,5,388.81415780000003
2985,ElMatador4596,Chajul,94.1698113,Fuerte,67.4459459,Leon,108.5,Obsceno,44.1681416,Picon,73.3970588,5,388.79130240000006
2986,ElMatador2957,Burgos,124.775,Simpatea,69.3194444,Cruel,84.5932203,Cotao,68.369863,Sujeria,40.5772358,5,388.74510829999997
2987,ElMatador2647,Porto,84.5932203,Toscoe,71.3,Imoral,113.4318182,Felpar,70.2957746,Senal,47.9903846,5,388.72154250000006
2988,ElMatador0682,Quito,110.9111111,Salsus,77.984375,Dingo,92.4259259,Brilho,35.9064748,Embargo,70.2957746,5,388.63400620000004
2989,ElMatador1577,Apopa,66.5466667,Capa,89.125,Magia,131.3421053,Marcas,38.0992366,Alterar,62.3875,5,388.6108534
2990,ElMatador3134,Ciudad,92.4259259,Acredo,67.4459459,Lindo,116.0697674,Ardor,38.0992366,Grima,73.3970588,5,388.54827939999996
2991,ElMatador1868,Sumpango,101.8571429,Pericido,58.0348837,Tenaz,113.4318182,Besuntado,39.6111111,Lentum,74.4925373,5,388.537838
2992,ElMatador3256,Viana,80.5,Nitido,63.9871795,Narrador,146.7941176,Marcas,38.0992366,Boga,58.0348837,5,388.5257622
2993,ElMatador1824,Huacho,92.4259259,Comodo,72.3333333,Mieda,121.7317073,Porcada,31.5886076,Torridus,69.3194444,5,388.5093633
2994,ElMatador1053,Ciudad,92.4259259,Salsus,77.984375,Leal,124.775,Obsceno,44.1681416,Basura,47.9903846,5,388.4541719
2995,ElMatador1022,Chajul,94.1698113,Fornido,63.1772152,Valioso,124.775,Grava,31.7898089,Rabiar,73.3970588,5,388.41923900000006
2996,ElMatador3282,Pisco,94.1698113,Lajuso,66.5466667,Esquisito,127.974359,Sombra,58.0348837,Sujeria,40.5772358,5,388.4133013
2997,ElMatador1967,Coban,108.5,Romeria,64.8181818,Energico,94.1698113,Vil,43.0258621,Volcar,76.7846154,5,388.4088154
2998,ElMatador3879,Salvador,79.2222222,Acredo,67.4459459,Salvaje,134.8918919,Atarantar,64.8181818,Cunfusao,40.9098361,5,388.3984227
2999,ElMatador0982,Huacho,92.4259259,Bravo,69.3194444,Tolo,134.8918919,Imundo,42.6581197,Basura,47.9903846,5,388.39611130000003
3000,ElMatador2520,Segovia,124.775,Fornido,63.1772152,Buitre,92.4259259,Cocar,33.4966443,Rabiar,73.3970588,5,388.38218900000004
3001,ElMatador1037,Pisco,94.1698113,Desejo,92.4259259,Cachorro,108.5,Obsceno,44.1681416,Basura,47.9903846,5,388.3646082
3002,ElMatador1434,Limon,113.4318182,Bravo,69.3194444,Demonio,101.8571429,Sebento,40.25,Alterar,62.3875,5,388.3562503
3003,ElMatador2498,Segovia,124.775,Guapo,67.4459459,Demonio,101.8571429,Laluz,34.4206897,Caotico,58.7176471,5,388.3267704
3004,ElMatador0974,Manaus,101.8571429,Romeria,64.8181818,Omal,146.7941176,None,16.5264901,Senal,47.9903846,4,388.3196503
3005,ElMatador2575,Sonsonate,86.0517241,Toscoe,71.3,Mieda,121.7317073,Besuntado,39.6111111,Nunitus,68.369863,5,388.1747503
3006,ElMatador0036,Sintra,84.5932203,Pelucia,89.125,Magia,131.3421053,Porcada,31.5886076,Trapalhada,50.4141414,5,388.17341939999994
3007,ElMatador1632,Santiago,84.5932203,Elegante,77.984375,Tenaz,113.4318182,Seixos,65.6710526,Porcaria,45.3727273,5,388.1635382
3008,ElMatador2080,Escuintla,103.9791667,Nitido,63.9871795,Amotinado,118.8333333,Cabelo,54.8461538,Porcaria,45.3727273,5,388.12890540000006
3009,ElMatador0637,Talara,108.5,Fuerte,67.4459459,Mao,121.7317073,Imundo,42.6581197,Balburdia,46.6448598,5,388.0909775
3010,ElMatador0095,Sonsonate,86.0517241,Manera,87.5614035,Magia,131.3421053,Porcada,31.5886076,Limpiar,50.4141414,5,388.06832669999994
3011,ElMatador3007,Monsaraz,70.2957746,Agudo,89.125,Espiritu,118.8333333,Pedras,65.6710526,Tumulto,43.0258621,5,388.0613674
3012,ElMatador1046,Tingo,99.82,Incultor,66.5466667,Mentorosa,138.6388889,Cubrir,33.952381,Senal,47.9903846,5,388.058666
3013,ElMatador3118,Sintra,84.5932203,Acuti,68.369863,Magnifico,134.8918919,Brilho,35.9064748,Alterarse,63.1772152,5,388.04901
3014,ElMatador0710,Belem,77.984375,Comodo,72.3333333,Maldoso,142.6,Porcada,31.5886076,Dolor,62.3875,5,388.00416069999994
3015,ElMatador2193,Chancay,118.8333333,Bravo,69.3194444,Corrupto,116.0697674,Raspar,34.6597222,Basura,47.9903846,5,387.98299669999994
3016,ElMatador0756,Talara,108.5,Agudo,89.125,Pajaro,99.82,Aranar,31.3899371,Boga,58.0348837,5,387.9801656
3017,ElMatador4730,Nueva,87.5614035,Camisa,81.8196721,Curioso,124.775,Raspar,34.6597222,Molesta,58.0348837,5,387.9610263
3018,ElMatador0847,Limon,113.4318182,Explicito,74.4925373,Fuerto,97.8627451,Vil,43.0258621,Molesta,58.0348837,5,387.9581912
3019,ElMatador3445,Ciudad,92.4259259,Simpatea,69.3194444,Mieda,121.7317073,Vestigio,56.7159091,Balburdia,46.6448598,5,387.94819129999996
3020,ElMatador3150,Celba,103.9791667,Toscoe,71.3,Fuerto,97.8627451,Sebento,40.25,Rabiar,73.3970588,5,387.8993154
3021,ElMatador1245,Celba,103.9791667,Lajuso,66.5466667,Ferozo,99.82,Vil,43.0258621,Rabiar,73.3970588,5,387.87909909999996
3022,ElMatador0914,Pango,97.8627451,Nitido,63.9871795,Venado,134.8918919,Besuntado,39.6111111,Trapalhada,50.4141414,5,387.87741380000006
3023,ElMatador4224,Mixco,113.4318182,Felpa,62.3875,Superbus,134.8918919,Imundo,42.6581197,None,24.1111111,4,387.8137742
3024,ElMatador1733,Curibita,116.0697674,Pericido,58.0348837,Aeduo,121.7317073,Porco,43.7807018,Barafunda,47.0849057,5,387.81231069999995
3025,ElMatador2638,Cusco,89.125,Moda,74.4925373,Mariposa,103.9791667,Vestigio,56.7159091,Alterar,62.3875,5,387.81045789999996
3026,ElMatador0758,Cusco,89.125,Capa,89.125,Valioso,124.775,Sebento,40.25,Estragar,43.4,5,387.78534479999996
3027,ElMatador4479,Acajutla,73.3970588,Toscoe,71.3,Tolo,134.8918919,Cotao,68.369863,Tierra,38.6899225,5,387.759081
3028,ElMatador1460,Natal,94.1698113,Blusa,70.2957746,Macaco,131.3421053,Obsceno,44.1681416,Balburdia,46.6448598,5,387.73103740000005
3029,ElMatador0971,Talara,108.5,Quente,56.0786517,Severa,131.3421053,Sebento,40.25,Limpiar,50.4141414,5,387.6952432
3030,ElMatador3698,Almada,69.3194444,Vigoroso,70.2957746,Imoral,113.4318182,Vestigio,56.7159091,Volcar,76.7846154,5,387.65790649999997
3031,ElMatador3162,Segovia,124.775,Guapo,67.4459459,Veloz,113.4318182,Raspar,34.6597222,Sujar,46.212963,5,387.6357941
3032,ElMatador1080,Pisco,94.1698113,Bello,70.2957746,Veloz,113.4318182,Sujo,46.212963,Dolor,62.3875,5,387.6082119
3033,ElMatador1239,Petapa,103.9791667,Invulgar,71.3,Fidalgo,106.1914894,Porcada,31.5886076,Picon,73.3970588,5,387.56666729999995
3034,ElMatador2555,Belem,77.984375,Esfolar,124.775,Sevaro,103.9791667,Brillo,33.4966443,Sujar,46.212963,5,387.5584938
3035,ElMatador4103,Soyapango,118.8333333,Acuti,68.369863,Fuerto,97.8627451,Imundo,42.6581197,Desgracia,58.7176471,5,387.552053
3036,ElMatador1661,Huacho,92.4259259,Acredo,67.4459459,Violento,118.8333333,Cisco,38.3923077,Peturbar,69.3194444,5,387.527302
3037,ElMatador0888,Gualan,121.7317073,Nitido,63.9871795,Perrita,97.8627451,Cocar,33.4966443,Peturbar,69.3194444,5,387.5080654
3038,ElMatador2539,Celba,103.9791667,Invulgar,71.3,Perverso,118.8333333,Infecto,40.25,Lodo,51.9895833,5,387.4624281
3039,ElMatador0916,Soyapango,118.8333333,Invulgar,71.3,Perrita,97.8627451,Ardor,38.0992366,Bagunca,60.1325301,5,387.3381899
3040,ElMatador0685,Sintra,84.5932203,Sagax,79.2222222,Rapida,110.9111111,Marcas,38.0992366,Rabiar,73.3970588,5,387.3331938
3041,ElMatador3600,Juarez,95.9807692,Incerto,121.7317073,Fantasma,86.0517241,Tizne,31.9935897,Trapalhada,50.4141414,5,387.2822765
3042,ElMatador4128,Mejicanos,60.1325301,Bello,70.2957746,Voar,172.1034483,Manchar,43.0258621,Sujeria,40.5772358,5,387.24519569999995
3043,ElMatador0918,Sintra,84.5932203,Comodo,72.3333333,Desviado,108.5,Furia,47.0849057,Grima,73.3970588,5,387.01886290000004
3044,ElMatador4024,Huacho,92.4259259,Pelucia,89.125,Rabioso,108.5,Porco,43.7807018,Lodo,51.9895833,5,386.9315558
3045,ElMatador0704,Cantel,110.9111111,Manera,87.5614035,Venal,89.125,Sujo,46.212963,Lodo,51.9895833,5,386.9104057
3046,ElMatador1199,Abacay,92.4259259,Acuti,68.369863,Imoral,113.4318182,Imunda,41.2479339,Embargo,70.2957746,5,386.88166040000004
3047,ElMatador4237,Acajutla,73.3970588,Explicito,74.4925373,Morte,151.2424242,None,16.5264901,Dejado,60.8658537,4,386.8576974
3048,ElMatador1146,Puebla,118.8333333,Delujo,74.4925373,Buitre,92.4259259,Imunda,41.2479339,Desgracia,58.7176471,5,386.82772230000006
3049,ElMatador3062,Usuutan,74.4925373,Pelucia,89.125,Tolo,134.8918919,Obsceno,44.1681416,Tumulto,43.0258621,5,386.8137777
3050,ElMatador4486,SanMiguel,63.1772152,Hermosa,63.9871795,Omal,146.7941176,Luz,37.2462687,Linny,74.4925373,5,386.8076631
3051,ElMatador2959,Mejicanos,60.1325301,Acer,68.369863,Mentiroso,146.7941176,Brilho,35.9064748,Enojo,74.4925373,5,386.8058676
3052,ElMatador3527,Piura,97.8627451,Marcado,76.7846154,Temer,103.9791667,Raspar,34.6597222,Apenar,72.3333333,5,386.7299275
3053,ElMatador1907,Coruna,134.8918919,Romeria,64.8181818,Pavaroso,110.9111111,Porcada,31.5886076,Estragar,43.4,5,386.7201372
3054,ElMatador0742,Curibita,116.0697674,Nitido,63.9871795,Guia,106.1914894,Po,36.9703704,Atufo,62.3875,5,386.71665149999995
3055,ElMatador4147,Juarez,95.9807692,Nitido,63.9871795,Buitre,92.4259259,Cotao,68.369863,Pena,64.8181818,5,386.6922642
3056,ElMatador0138,Sintra,84.5932203,Agudo,89.125,Animo,142.6,Defeito,35.9064748,None,24.1111111,4,386.6691395
3057,ElMatador3472,Ana,86.0517241,Explicito,74.4925373,Desonesto,118.8333333,Porco,43.7807018,Alterar,62.3875,5,386.6561413
3058,ElMatador1173,Nazca,121.7317073,Incultor,66.5466667,Cruel,84.5932203,Marcas,38.0992366,Enojo,74.4925373,5,386.57371299999994
3059,ElMatador2802,Mejicanos,60.1325301,Couro,108.5,Mao,121.7317073,None,16.5264901,Peturbar,69.3194444,4,386.54350519999997
3060,ElMatador3805,Braga,90.7454545,Estilo,57.3678161,Duro,124.775,Obsceno,44.1681416,Nunitus,68.369863,5,386.53662
3061,ElMatador4380,Talara,108.5,Felpa,62.3875,Mau,118.8333333,Po,36.9703704,Desgracia,58.7176471,5,386.5191956
3062,ElMatador0684,Medillian,97.8627451,Silex,68.369863,Mariposa,103.9791667,Cisco,38.3923077,Volcar,76.7846154,5,386.4990427
3063,ElMatador1741,Salvador,79.2222222,Tunica,121.7317073,Lider,97.8627451,Cascalho,53.0957447,None,24.1111111,4,386.3568637
3064,ElMatador3651,Apopa,66.5466667,Capa,89.125,Fuerto,97.8627451,Esfiapar,75.6212121,Trastormo,56.0786517,5,386.3446204
3065,ElMatador3506,Nazca,121.7317073,Augusto,64.8181818,Perverso,118.8333333,Aranar,31.3899371,Doenca,48.4563107,5,386.33981500000004
3066,ElMatador4371,Cusco,89.125,Manera,87.5614035,Obito,131.3421053,Grava,31.7898089,Porcaria,45.3727273,5,386.3013898
3067,ElMatador4728,Talara,108.5,Catus,64.8181818,Vingavito,110.9111111,Po,36.9703704,caotica,63.9871795,5,386.29718760000003
3068,ElMatador2144,Zaragoza,113.4318182,Fulgor,101.8571429,Perrita,97.8627451,None,16.5264901,Sujar,46.212963,4,386.22449259999996
3069,ElMatador1135,Coimbra,64.8181818,Marcado,76.7846154,Venado,134.8918919,Sujo,46.212963,Alterar,62.3875,5,386.20549689999996
3070,ElMatador1936,Cumbres,121.7317073,Rasgado,76.7846154,Cruel,84.5932203,Porcada,31.5886076,Embargo,70.2957746,5,386.10427
3071,ElMatador0978,Tarma,106.1914894,Romeria,64.8181818,Lider,97.8627451,Imundo,42.6581197,Picon,73.3970588,5,386.03793959999996
3072,ElMatador1472,Medillian,97.8627451,Lugos,65.6710526,Venado,134.8918919,Obsceno,44.1681416,Mugre,42.2966102,5,386.0007862
3073,ElMatador0952,Nazca,121.7317073,Titulo,63.1772152,Bonito,99.82,Cicatriz,36.9703704,Alterarse,63.1772152,5,385.9868528999999
3074,ElMatador3975,Acajutla,73.3970588,Romeria,64.8181818,Corrupto,116.0697674,Manchar,43.0258621,Furvidus,87.5614035,5,385.9826184
3075,ElMatador1650,Soyapango,118.8333333,Bravo,69.3194444,Fidalgo,106.1914894,Laluz,34.4206897,Trastormo,56.0786517,5,385.9539533000001
3076,ElMatador2031,Quito,110.9111111,Marcado,76.7846154,Dewsviada,95.9807692,Infecto,40.25,Picazon,60.8658537,5,385.90269420000004
3077,ElMatador4551,Delgado,89.125,Hermosa,63.9871795,Poderio,127.974359,Besuntado,39.6111111,caotica,63.9871795,5,385.79517390000007
3078,ElMatador0910,Tacna,116.0697674,Blusa,70.2957746,Ciervo,121.7317073,Brillo,33.4966443,Tumulto,43.0258621,5,385.7301005
3079,ElMatador2072,Donostia,131.3421053,Bravo,69.3194444,Lider,97.8627451,Marcas,38.0992366,Basura,47.9903846,5,385.7242607999999
3080,ElMatador1538,Escuintla,103.9791667,Bello,70.2957746,Exilado,110.9111111,Po,36.9703704,Atufo,62.3875,5,385.65426759999997
3081,ElMatador1128,Medillian,97.8627451,Fornido,63.1772152,Adusto,110.9111111,Ardor,38.0992366,Enojo,74.4925373,5,385.65319009999996
3082,ElMatador1935,Monsaraz,70.2957746,Crosto,106.1914894,Temer,103.9791667,Cisco,38.3923077,Sucio,65.6710526,5,385.6401358
3083,ElMatador3436,Segovia,124.775,Pelerine,72.3333333,Dewsviada,95.9807692,None,16.5264901,Sucio,65.6710526,4,385.6199785
3084,ElMatador0953,Jaen,118.8333333,Roupa,69.3194444,Campeao,89.125,Furia,47.0849057,Bagunca,60.1325301,5,385.6055583
3085,ElMatador1162,Huacho,92.4259259,Bravo,69.3194444,Imoral,113.4318182,Cicatriz,36.9703704,Apenar,72.3333333,5,385.591237
3086,ElMatador3766,Sullana,97.8627451,Seda,66.5466667,Ciervo,121.7317073,Cocar,33.4966443,Pena,64.8181818,5,385.56629
3087,ElMatador3565,Izalco,63.9871795,Lajuso,66.5466667,Rebelde,178.25,Cicatriz,36.9703704,Tierra,38.6899225,5,385.5544839
3088,ElMatador0723,Barillas,108.5,Roupa,69.3194444,Sevaro,103.9791667,Infecto,40.25,Atufo,62.3875,5,385.5464559
3089,ElMatador3955,Tocumen,103.9791667,Comodo,72.3333333,Nato,131.3421053,Aranar,31.3899371,Porcaria,45.3727273,5,385.52761449999997
3090,ElMatador2151,Tarma,106.1914894,Valioso,66.5466667,Leon,108.5,Furia,47.0849057,Trastormo,56.0786517,5,385.5120583
3091,ElMatador1471,Ciudad,92.4259259,Camisa,81.8196721,Seguro,99.82,Brillo,33.4966443,Volcar,76.7846154,5,385.45720250000005
3092,ElMatador1043,Barillas,108.5,Casaco,69.3194444,Cachorro,108.5,Imunda,41.2479339,Vuelco,56.7159091,5,385.3936322
3093,ElMatador4599,Lisbon,63.9871795,Polido,106.1914894,Cachorro,108.5,Marcas,38.0992366,Peligro,67.4459459,5,385.33419619999995
3094,ElMatador0205,Manaus,101.8571429,Vigoroso,70.2957746,Tolo,134.8918919,Aranar,31.3899371,Huella,45.7889908,5,385.3340821
3095,ElMatador1018,Santiago,84.5932203,Acer,68.369863,LaAlma,118.8333333,Laluz,34.4206897,Anguista,77.984375,5,385.31182609999996
3096,ElMatador0402,Manaus,101.8571429,Fuerte,67.4459459,Salvaje,134.8918919,Po,36.9703704,Tumulto,43.0258621,5,385.30155799999994
3097,ElMatador4866,Mixco,113.4318182,Bravo,69.3194444,Careta,97.8627451,Imundo,42.6581197,Dejado,60.8658537,5,385.2483259
3098,ElMatador0820,Manaus,101.8571429,Aspero,64.8181818,Cachorro,108.5,Besuntado,39.6111111,Peturbar,69.3194444,5,385.21622500000007
3099,ElMatador1677,Petapa,103.9791667,Felpa,62.3875,Nobre,103.9791667,Po,36.9703704,Volcar,76.7846154,5,385.211164
3100,ElMatador1543,Nueva,87.5614035,Guapo,67.4459459,Mao,121.7317073,Obsceno,44.1681416,Alterarse,63.1772152,5,385.1947583
3101,ElMatador4723,Ana,86.0517241,Sagax,79.2222222,Magnifico,134.8918919,Brillo,33.4966443,Limpiar,50.4141414,5,385.1869687
3102,ElMatador1617,Managua,113.4318182,Lajuso,66.5466667,Torcido,113.4318182,Infecto,40.25,Trapalhada,50.4141414,5,385.18478930000003
3103,ElMatador1272,Cusco,89.125,Lugos,65.6710526,Violento,118.8333333,Brilho,35.9064748,Enojo,74.4925373,5,385.1387428
3104,ElMatador1415,Juarez,95.9807692,Felpa,62.3875,Rapida,110.9111111,Infecto,40.25,Enojo,74.4925373,5,385.13226239999995
3105,ElMatador4006,Piura,97.8627451,Comodo,72.3333333,Ferozo,99.82,Cascalho,53.0957447,Picazon,60.8658537,5,385.0880216
3106,ElMatador3478,Porto,84.5932203,Pelucia,89.125,Curioso,124.775,Cisco,38.3923077,Barafunda,47.0849057,5,385.08077849999995
3107,ElMatador4136,Huacho,92.4259259,Augusto,64.8181818,Mao,121.7317073,Porcada,31.5886076,Rabiar,73.3970588,5,385.07182620000003
3108,ElMatador2403,Chancay,118.8333333,Comodo,72.3333333,Temer,103.9791667,Vil,43.0258621,Huella,45.7889908,5,385.071031
3109,ElMatador1050,Piura,97.8627451,Elegante,77.984375,LaAlma,118.8333333,Luz,37.2462687,Lodo,51.9895833,5,385.0266502
3110,ElMatador1035,Braga,90.7454545,Lajuso,66.5466667,Relajada,124.775,Cicatriz,36.9703704,Pena,64.8181818,5,384.96601819999995
3111,ElMatador2584,Soloia,116.0697674,Aspero,64.8181818,Lider,97.8627451,Obsceno,44.1681416,Dejado,60.8658537,5,384.89503440000004
3112,ElMatador3026,Salvador,79.2222222,Traje,70.2957746,Brioso,127.974359,Seixas,63.9871795,Mugre,42.2966102,5,384.8864903
3113,ElMatador2430,Sullana,97.8627451,Delujo,74.4925373,Rapida,110.9111111,Besuntado,39.6111111,Picazon,60.8658537,5,384.8537031
3114,ElMatador2282,Apopa,66.5466667,Flamejar,118.8333333,Mariposa,103.9791667,Tizne,31.9935897,Alterar,62.3875,5,384.85060119999997
3115,ElMatador0857,Tecia,69.3194444,Marcado,76.7846154,Severa,131.3421053,Cubrir,33.952381,Apenar,72.3333333,5,384.84222420000003
3116,ElMatador3363,Manaus,101.8571429,Elegante,77.984375,Buitre,92.4259259,Cicatriz,36.9703704,Enojo,74.4925373,5,384.84069629999993
3117,ElMatador0448,Cusco,89.125,Marcado,76.7846154,Animo,142.6,Grava,31.7898089,Estragar,43.4,5,384.80976910000004
3118,ElMatador1728,Metapan,70.2957746,Famosio,131.3421053,Fuerto,97.8627451,Cisco,38.3923077,Huella,45.7889908,5,384.7922683
3119,ElMatador2082,Chancay,118.8333333,Romeria,64.8181818,Temer,103.9791667,Brillo,33.4966443,Atufo,62.3875,5,384.6251709
3120,ElMatador0796,Abacay,92.4259259,Marcado,76.7846154,Furioso,134.8918919,Aranar,31.3899371,Basura,47.9903846,5,384.5930996999999
3121,ElMatador1524,Tecia,69.3194444,Acuti,68.369863,Curioso,124.775,Manchar,43.0258621,Anguista,77.984375,5,384.5848893
3122,ElMatador4083,Usuutan,74.4925373,Capa,89.125,Levado,116.0697674,Laluz,34.4206897,Torridus,69.3194444,5,384.53778359999995
3123,ElMatador1105,Limon,113.4318182,Aspero,64.8181818,Curioso,124.775,Ardor,38.0992366,Mugre,42.2966102,5,384.53119159999994
3124,ElMatador0442,Vincinte,71.3,Elegante,77.984375,Maldoso,142.6,Aranar,31.3899371,Bagunca,60.1325301,5,384.517187
3125,ElMatador4193,Delgado,89.125,Aspero,64.8181818,Temer,103.9791667,Litiase,58.0348837,Peligro,67.4459459,5,384.5135229
3126,ElMatador1902,Lisbon,63.9871795,Acuti,68.369863,Narrador,146.7941176,Sombra,58.0348837,Sujar,46.212963,5,384.5093516
3127,ElMatador1588,Piura,97.8627451,Camisa,81.8196721,Ferozo,99.82,None,16.5264901,Anguista,77.984375,4,384.34661559999995
3128,ElMatador0779,Piura,97.8627451,Explicito,74.4925373,Nobre,103.9791667,Cocar,33.4966443,Grima,73.3970588,5,384.33849699999996
3129,ElMatador1929,Tingo,99.82,Roupa,69.3194444,Lider,97.8627451,Esfiapar,75.6212121,Sujeria,40.5772358,5,384.31098219999996
3130,ElMatador3048,Cantel,110.9111111,Famoso,86.0517241,Ciervo,121.7317073,None,16.5264901,Tierra,38.6899225,4,384.2442884
3131,ElMatador1516,Viana,80.5,Valioso,66.5466667,Desviado,108.5,Furia,47.0849057,Mania,80.5,5,384.2419172
3132,ElMatador2973,Medillian,97.8627451,Rasgado,76.7846154,Veloz,113.4318182,Vil,43.0258621,Lodo,51.9895833,5,384.2049689
3133,ElMatador1301,Piura,97.8627451,Blusa,70.2957746,Corrupto,116.0697674,Luz,37.2462687,Espeso,61.617284,5,384.20218459999995
3134,ElMatador2605,Vincinte,71.3,Capa,89.125,Levado,116.0697674,Luz,37.2462687,Torridus,69.3194444,5,384.1708253
3135,ElMatador1487,Horizante,110.9111111,Fuerte,67.4459459,Rabioso,108.5,Marcas,38.0992366,Boga,58.0348837,5,384.1015221
3136,ElMatador3664,Braga,90.7454545,Pelerine,72.3333333,Mau,118.8333333,Manchar,43.0258621,Molesta,58.0348837,5,384.0832117
3137,ElMatador3470,Antigua,72.3333333,Quente,56.0786517,Tolo,134.8918919,Sombra,58.0348837,Espeso,61.617284,5,384.0663894
3138,ElMatador2046,Ciudad,92.4259259,Ameno,68.369863,Acerbo,108.5,Sebento,40.25,Rabiar,73.3970588,5,384.0531925
3139,ElMatador1278,Izalco,63.9871795,Bello,70.2957746,Magnifico,134.8918919,Sebento,40.25,Rabiar,73.3970588,5,383.9322496
3140,ElMatador0802,Coimbra,64.8181818,Rasgado,76.7846154,Relajada,124.775,Vil,43.0258621,Rabiar,73.3970588,5,383.91106290000005
3141,ElMatador2022,Lisbon,63.9871795,Engraxado,127.974359,Cruel,84.5932203,Porco,43.7807018,Alterar,62.3875,5,383.83330540000003
3142,ElMatador3202,SanMiguel,63.1772152,Agudo,89.125,Tolo,134.8918919,Raspar,34.6597222,Dejado,60.8658537,5,383.8300278
3143,ElMatador1396,Juliaca,124.775,Valioso,66.5466667,Venal,89.125,Obsceno,44.1681416,Molesta,58.0348837,5,383.7600368000001
