Rank,Name,Background,BackgroundWeight,Body,BodyWeight,Ear,EarWeight,Eye,EyeWeight,Eyes,EyesWeight,Head,HeadWeight,Mouth,MouthWeight,Skin,SkinWeight,TraitCount,Weighting
2742,Pendulum #00166,Cozmo Aqua,29.6390533,Knight Teal,200.36,,2.2573231,Yellow,14.4768786,Tactical Red,172.7241379,Samurai Red,217.7826087,,2.1921225,Green,61.0853659,6,705.2518944999999
2743,Pendulum #00817,Blue,23.5164319,Aether Purple,143.1142857,,2.2573231,Purple,10.0784708,Samurai Green,208.7083333,Ancient Blue,143.1142857,,2.1921225,Grunt Green,166.9666667,6,704.6823242
2744,Pendulum #01544,Cozmo White,37.380597,,2.33411,Vega Purple,217.7826087,White,9.1072727,Holo Visor Glitch,77.0615385,,2.4699211,Aqua Mask Green,294.6470588,Feather Black,58.9294118,6,704.4469231
2745,Pendulum #02533,Gradient Pearl,31.30625,Spider Red,217.7826087,,2.2573231,Purple,10.0784708,Opulence Red,178.8928571,,2.4699211,Bubble Green,208.7083333,Purple,48.1634615,6,704.3936301
2746,Pendulum #04444,Pink,22.8721461,,2.33411,Assassin Orange,111.3111111,Teal,18.9734848,Third Eye Glitch,200.36,,2.4699211,Gun Chin Teal,294.6470588,Skeleton Glitch,46.3796296,6,704.0818660000001
2747,Pendulum #02964,Cozmo Yellow,28.6228571,Criminal Glitch,208.7083333,Aquatic Red,147.3235294,Orange,7.0549296,Layser Glitch,200.36,,2.4699211,,2.1921225,Grunt Sun,102.2244898,6,703.6905873
2748,Pendulum #00621,Cozmo Black,28.299435,Samurai Red,185.5185185,,2.2573231,Blue,13.2513228,,2.1778261,Wizard Glitch,143.1142857,Pharaoh Purple,250.45,Grunt Black,73.6617647,6,703.4648804000001
2749,Pendulum #01908,Purple,24.1980676,Bandit Yellow,128.4358974,Crescent Purple,143.1142857,Red,17.5754386,Derp Green,131.8157895,,2.4699211,Astronomer Pink,200.36,Vent Glitch,50.09,7,703.1395216
2750,Pendulum #04927,Cozmo Teal,32.1089744,Knight Glitch,94.509434,,2.2573231,Pink,10.4790795,Holo Visor Purple,250.45,,2.4699211,Assassin Yellow,227.6818182,Feather Blue,78.265625,6,702.9565798
2751,Pendulum #00861,Aqua,10.772043,Aether Blue,66.7866667,,2.2573231,White,9.1072727,Awaken Glitch,227.6818182,Samurai Blue,192.6538462,Holodrape Yellow,147.3235294,Cream,41.057377,7,702.7199979999999
2752,Pendulum #04981,Black,28.7873563,Imperial Blue,357.7857143,Angelic Blue,60.3493976,Yellow,14.4768786,Aether Yellow,135.3783784,,2.4699211,,2.1921225,Highborn Black,96.3269231,6,702.5010964
2753,Pendulum #02610,Cozmo Teal,32.1089744,Astronomer Green,122.1707317,Mist Green,143.1142857,Orange,7.0549296,Tactical Purple,333.9333333,,2.4699211,,2.1921225,Sun Glitch,54.4456522,6,702.224355
2754,Pendulum #01266,Purple,24.1980676,,2.33411,Angelic Purple,122.1707317,Purple,10.0784708,Holodrape Black,200.36,Bandit Yellow,294.6470588,,2.1921225,Cream,41.057377,6,701.7723429
2755,Pendulum #00212,Blue,23.5164319,Monk Red,294.6470588,Trinity Blue,122.1707317,Pink,10.4790795,,2.1778261,Ghost Rider Orange,147.3235294,,2.1921225,Oracle Black,94.509434,6,701.7506184000001
2756,Pendulum #05007,Cozmo Orange,43.1810345,Aether Blue,66.7866667,,2.2573231,White,9.1072727,,2.1778261,Jaboiii Blue,278.2777778,Aether Green,208.7083333,Highborn Red,86.362069,6,701.5927077
2757,Pendulum #01448,Gradient Forrest,37.1037037,Bandit Pink,178.8928571,,2.2573231,Red,17.5754386,T2 Purple,208.7083333,Astronomer Green,208.7083333,,2.1921225,Cream,41.057377,6,701.2298930999999
2758,Pendulum #01384,Cozmo Pearl,41.7416667,Aether Blue,66.7866667,,2.2573231,Orange,7.0549296,,2.1778261,Ronin Green,156.53125,Aether Yellow,294.6470588,Vent White,125.225,6,701.1561255
2759,Pendulum #04093,Cozmo Black,28.299435,Phoenix Orange,161.5806452,Sorceress White,172.7241379,Pink,10.4790795,,2.1778261,Mirror Glitch,166.9666667,,2.1921225,Shiny Ice,151.7878788,6,700.9421961999999
2760,Pendulum #01955,Pink,22.8721461,,2.33411,Muffs Blue,147.3235294,White,9.1072727,Monopoly Yellow,333.9333333,,2.4699211,Aether Blue,79.5079365,Moon,98.2156863,6,700.4983399
2761,Pendulum #02837,Gradient Sunset,32.9539474,,2.33411,,2.2573231,Pink,10.4790795,Opulence Red,178.8928571,,2.4699211,Opulence Green,313.0625,Oracle Brown,151.7878788,5,700.3165005
2762,Pendulum #04788,Cozmo Teal,32.1089744,Knight Brown,156.53125,,2.2573231,Teal,18.9734848,,2.1778261,Recon Purple,238.5238095,Bubble Green,208.7083333,White,36.2971014,6,700.3125071
2763,Pendulum #00421,Cozmo Forrest,30.5426829,,2.33411,Aquatic Green,108.8913043,Purple,10.0784708,T2 Green,172.7241379,,2.4699211,Derp Pink,294.6470588,Grunt Black,73.6617647,6,700.0838550000001
2764,Pendulum #04016,Cozmo Pink,42.4491525,Bandit Yellow,128.4358974,,2.2573231,Pink,10.4790795,Samurai Green,208.7083333,,2.4699211,Samurai Purple,250.45,Vent Glitch,50.09,6,700.0741114
2765,Pendulum #04382,Cozmo Yellow,28.6228571,,2.33411,Angelic Green,172.7241379,Pink,10.4790795,,2.1778261,Aether Yellow,250.45,Holodrape Black,192.6538462,Grunt Glitch,35.7785714,6,699.9548327
2766,Pendulum #02576,Gradient Forrest,37.1037037,,2.33411,,2.2573231,Orange,7.0549296,Aether Blue,75.8939394,Astronomer Purple,250.45,Holodrape Yellow,147.3235294,Shiny Purple,172.7241379,6,699.8760775999999
2767,Pendulum #02239,Cozmo Teal,32.1089744,Monk Blue,417.4166667,,2.2573231,Black,5.0698381,Lightning Green,185.5185185,,2.4699211,,2.1921225,Skeleton Glitch,46.3796296,5,699.4918775
2768,Pendulum #04057,Red,17.0955631,Prism Glitch,385.3076923,Sacred Ring Blue,156.53125,Black,5.0698381,,2.1778261,,2.4699211,,2.1921225,Skeleton White,122.1707317,5,699.0938283999999
2769,Pendulum #02923,Cozmo Pearl,41.7416667,Criminal Orange,250.45,Samurai Gray,208.7083333,Red,17.5754386,Aether Yellow,135.3783784,,2.4699211,,2.1921225,Grunt Glitch,35.7785714,6,699.0288364999999
2770,Pendulum #04875,Cozmo Pearl,41.7416667,Phoenix Purple,192.6538462,Vega Purple,217.7826087,Black,5.0698381,,2.1778261,Ghost Rider Green,151.7878788,,2.1921225,Oracle Pink,80.7903226,6,698.9305142
2771,Pendulum #01532,Cozmo White,37.380597,Recon Yellow,313.0625,,2.2573231,Orange,7.0549296,,2.1778261,Ghost Rider Pink,250.45,,2.1921225,Feather Blue,78.265625,5,698.9198068
2772,Pendulum #00194,Green,17.3321799,Imperial Green,156.53125,Crescent Orange,119.2619048,Orange,7.0549296,Awaken Green,104.3541667,,2.4699211,Astronomer Pink,200.36,Highborn Red,86.362069,7,698.8065428
2773,Pendulum #01111,Cozmo Forrest,30.5426829,Plugged Blue,151.7878788,Trinity Blue,122.1707317,White,9.1072727,Holo Visor Purple,250.45,,2.4699211,,2.1921225,Skeleton Blue,125.225,6,698.6800142
2774,Pendulum #04975,Teal,35.5248227,Aether Blue,66.7866667,Crescent Glitch,208.7083333,Pink,10.4790795,Welder Purple,278.2777778,,2.4699211,,2.1921225,Highborn Cream,89.4464286,6,698.6195566999999
2775,Pendulum #00978,Red,17.0955631,Bandit Teal,192.6538462,Crescent Orange,119.2619048,Purple,10.0784708,,2.1778261,,2.4699211,Knocker Yellow,263.6315789,Highborn Red,86.362069,6,698.4655845
2776,Pendulum #02305,Cozmo Black,28.299435,,2.33411,Angel Purple,84.8983051,Teal,18.9734848,Zodiac Purple,200.36,Recon Blue,278.2777778,,2.1921225,Feather Blue,78.265625,6,698.3352647
2777,Pendulum #01142,Cozmo Pearl,41.7416667,Assassin Teal,147.3235294,Angel Yellow,108.8913043,Pink,10.4790795,,2.1778261,,2.4699211,Recon Brown,333.9333333,Skeleton Glitch,46.3796296,6,698.1306945000001
2778,Pendulum #01830,Green,17.3321799,,2.33411,Samurai Gray,208.7083333,Green,9.7641326,Tactical Glitch,227.6818182,Jaboiii Glitch,108.8913043,,2.1921225,Grunt White,116.4883721,6,698.1267774
2779,Pendulum #01951,Aqua,10.772043,,2.33411,War Blue,200.36,Green,9.7641326,War Blue,417.4166667,,2.4699211,,2.1921225,Skeleton Glitch,46.3796296,5,697.767509
2780,Pendulum #01314,Cozmo Sunset,41.3966942,,2.33411,,2.2573231,Black,5.0698381,Aether Red,100.18,Astronomer Blue,294.6470588,Bandit Green,192.6538462,Sun Glitch,54.4456522,6,697.7189271000001
2781,Pendulum #03274,Cozmo Sunset,41.3966942,Sorceress White,313.0625,Sacred Ring Glitch,172.7241379,Black,5.0698381,,2.1778261,,2.4699211,,2.1921225,Skeleton Bronze,151.7878788,5,696.9598021999999
2782,Pendulum #00928,Cozmo Black,28.299435,Phoenix Orange,161.5806452,Assassin Orange,111.3111111,Orange,7.0549296,,2.1778261,Ghost Rider Glitch,200.36,,2.1921225,Skeleton Candy,178.8928571,6,696.6033311
2783,Pendulum #02876,Cozmo Yellow,28.6228571,Prism Purple,238.5238095,Assassin Green,104.3541667,Black,5.0698381,,2.1778261,Ghost Rider Yellow,217.7826087,,2.1921225,Pink,92.7592593,6,696.2168925000001
2784,Pendulum #00595,Red,17.0955631,Phoenix Glitch,200.36,Angel Blue,67.6891892,Black,5.0698381,,2.1778261,Mirror Red,294.6470588,,2.1921225,Skeleton Death,102.2244898,6,696.1904921
2785,Pendulum #02282,Red,17.0955631,Spider Red,217.7826087,Angel Blue,67.6891892,Yellow,14.4768786,,2.1778261,Moon Sherpa Purple,313.0625,,2.1921225,Burst,56.9204545,6,696.1315472
2786,Pendulum #01019,Cozmo Sunset,41.3966942,,2.33411,,2.2573231,Orange,7.0549296,Layser Purple,333.9333333,,2.4699211,Samurai Purple,250.45,Vent Glitch,50.09,5,696.0651948
2787,Pendulum #01798,Gradient Sunset,32.9539474,Spider Pink,238.5238095,Assassin Green,104.3541667,Pink,10.4790795,,2.1778261,,2.4699211,Spider Blue,263.6315789,White,36.2971014,6,695.6218351
2788,Pendulum #01292,Cozmo Sunset,41.3966942,Knight Pink,104.3541667,,2.2573231,Blue,13.2513228,Aether Purple,119.2619048,,2.4699211,Pharaoh Yellow,357.7857143,Vent Glitch,50.09,6,695.6014515
2789,Pendulum #00806,Cozmo Forrest,30.5426829,,2.33411,Assassin Orange,111.3111111,Blue,13.2513228,Holo Visor Blue,131.8157895,Recon Yellow,263.6315789,Aqua Mask Red,100.18,Burst Glitch,37.1037037,7,695.2504205999999
2790,Pendulum #03129,Gradient Pearl,31.30625,Assassin Glitch,238.5238095,Angel Purple,84.8983051,Teal,18.9734848,,2.1778261,Ghost Rider Yellow,217.7826087,,2.1921225,Oracle Black,94.509434,6,695.0982452000001
2791,Pendulum #04418,Aqua,10.772043,Legion Glitch,161.5806452,Trinity Red,185.5185185,Teal,18.9734848,Opulence Pink,227.6818182,,2.4699211,,2.1921225,Brown,80.7903226,6,694.7132803999999
2792,Pendulum #03072,Cozmo Forrest,30.5426829,Forge Yellow,238.5238095,,2.2573231,Green,9.7641326,,2.1778261,,2.4699211,Knocker Yellow,263.6315789,Grunt Cream,139.1388889,5,694.5850466
2793,Pendulum #02694,Yellow,29.2923977,Holodrape Bronze,294.6470588,Mist Pink,139.1388889,Pink,10.4790795,Derp Green,131.8157895,,2.4699211,,2.1921225,Highborn Purple,79.5079365,6,694.277599
2794,Pendulum #02178,Cozmo Black,28.299435,,2.33411,War Blue,200.36,Teal,18.9734848,Lightning Glitch,147.3235294,,2.4699211,Vape Green,208.7083333,Brown,80.7903226,6,693.9935406999999
2795,Pendulum #04520,Cozmo Green,23.7393365,War Pink,217.7826087,Trinity Red,185.5185185,Blue,13.2513228,,2.1778261,Ghost Rider Green,151.7878788,,2.1921225,Pink,92.7592593,6,693.9432777
2796,Pendulum #03403,Cozmo Blue,28.4602273,,2.33411,,2.2573231,Blue,13.2513228,Third Eye Purple,263.6315789,,2.4699211,Smoke Glitch,294.6470588,Oracle Purple,80.7903226,5,693.9207481
2797,Pendulum #02146,Cozmo Green,23.7393365,Astronomer Green,122.1707317,,2.2573231,Orange,7.0549296,Tactical Green,238.5238095,,2.4699211,Gilly Yellow,238.5238095,Sun Glitch,54.4456522,6,693.9199177
2798,Pendulum #02372,Blue,23.5164319,,2.33411,,2.2573231,Pink,10.4790795,,2.1778261,Spider Glitch,417.4166667,Assassin Pink,125.225,Oracle Knower,104.3541667,5,693.8394874999999
2799,Pendulum #03186,Cozmo Green,23.7393365,,2.33411,Muffs Glitch,143.1142857,Red,17.5754386,Aether Purple,119.2619048,,2.4699211,Knocker Yellow,263.6315789,Grunt White,116.4883721,6,693.3493522
2800,Pendulum #04186,Black,28.7873563,,2.33411,Crescent Purple,143.1142857,Green,9.7641326,Derp Green,131.8157895,,2.4699211,Mithrandir Red,263.6315789,Highborn Moon,106.5744681,6,693.2260467
2801,Pendulum #02486,Cozmo Green,23.7393365,Monk Glitch,200.36,Angel Purple,84.8983051,Green,9.7641326,,2.1778261,Harlequin Teal,208.7083333,,2.1921225,Shiny Falcon,156.53125,6,693.1057106
2802,Pendulum #00162,Red,17.0955631,Knight Purple,178.8928571,Trinity Blue,122.1707317,Green,9.7641326,,2.1778261,Ghost Rider Blue,208.7083333,,2.1921225,Feather Patriot,147.3235294,6,693.0595002999999
2803,Pendulum #01039,Aqua,10.772043,,2.33411,,2.2573231,Yellow,14.4768786,Third Eye Green,263.6315789,,2.4699211,Recon Blue,333.9333333,Burst,56.9204545,5,692.874526
2804,Pendulum #01922,Aqua,10.772043,Sorceress Yellow,238.5238095,Sorceress Yellow,166.9666667,Black,5.0698381,,2.1778261,Ghost Rider Yellow,217.7826087,,2.1921225,Black,44.3274336,6,692.5467527
2805,Pendulum #03736,Cozmo Pink,42.4491525,Sorceress Blue,278.2777778,Sorceress White,172.7241379,Teal,18.9734848,,2.1778261,,2.4699211,,2.1921225,Feather Knower,166.9666667,5,692.3099728999999
2806,Pendulum #00059,Cozmo Pink,42.4491525,,2.33411,Mist Purple,131.8157895,White,9.1072727,,2.1778261,Holodrape Teal,156.53125,Knocker Blue,263.6315789,Grunt Blue,79.5079365,6,692.2893207000001
2807,Pendulum #04163,Cozmo Red,43.9385965,Phoenix Glitch,200.36,,2.2573231,Orange,7.0549296,,2.1778261,Prism Green,227.6818182,,2.1921225,Oracle Seer,200.36,5,692.1014995
2808,Pendulum #03944,Aqua,10.772043,Plugged Brown,217.7826087,Assassin Pink,100.18,White,9.1072727,,2.1778261,Ghost Rider Pink,250.45,,2.1921225,Oracle Black,94.509434,6,691.9057114999998
2809,Pendulum #02712,Aqua,10.772043,Criminal Purple,250.45,,2.2573231,White,9.1072727,Welder Green,278.2777778,Aether Blue,98.2156863,,2.1921225,Grunt Glitch,35.7785714,6,691.7852013
2810,Pendulum #02297,Cozmo Forrest,30.5426829,Holodrape Bronze,294.6470588,Angelic Blue,60.3493976,Pink,10.4790795,,2.1778261,,2.4699211,Bandit Purple,250.45,Grunt Glitch,35.7785714,6,691.6289419000001
2811,Pendulum #00474,Green,17.3321799,Forge Green,250.45,Angelic Blue,60.3493976,Red,17.5754386,,2.1778261,Aether Yellow,250.45,,2.1921225,Highborn Red,86.362069,6,691.6234381999999
2812,Pendulum #04472,Red,17.0955631,Spider Red,217.7826087,Angel Blue,67.6891892,Teal,18.9734848,,2.1778261,Ghost Rider Yellow,217.7826087,,2.1921225,Skeleton Teal,143.1142857,6,691.5420932999999
2813,Pendulum #00204,Purple,24.1980676,Plugged Blue,151.7878788,Sorceress Blue,200.36,Black,5.0698381,,2.1778261,Ghost Rider Glitch,200.36,,2.1921225,Feather White,100.18,6,691.0601376
2814,Pendulum #00156,Cozmo Pink,42.4491525,,2.33411,Roger Teal,263.6315789,Black,5.0698381,,2.1778261,,2.4699211,Bubble Purple,227.6818182,Feather Cream,139.1388889,5,691.0320173
2815,Pendulum #03494,Cozmo White,37.380597,Samurai Red,185.5185185,Crescent Blue,156.53125,Pink,10.4790795,T2 Purple,208.7083333,,2.4699211,,2.1921225,Highborn Green,82.1147541,6,690.1289805
2816,Pendulum #03775,Blue,23.5164319,Knight Brown,156.53125,Angel Yellow,108.8913043,Teal,18.9734848,Lightning Yellow,278.2777778,,2.4699211,,2.1921225,Oracle Burst,94.509434,6,690.0961308999999
2817,Pendulum #00841,Cozmo Black,28.299435,Recon Blue,217.7826087,Sorceress Gray,217.7826087,Purple,10.0784708,Neon Visor Glitch,128.4358974,,2.4699211,,2.1921225,Feather Blue,78.265625,6,690.0410936999998
2818,Pendulum #04322,Cozmo Pink,42.4491525,War Purple,238.5238095,Angel Blue,67.6891892,Green,9.7641326,,2.1778261,,2.4699211,Opulence Blue,227.6818182,Oracle Black,94.509434,6,689.9996877000001
2819,Pendulum #04196,Cozmo Teal,32.1089744,Monk Red,294.6470588,,2.2573231,Teal,18.9734848,,2.1778261,,2.4699211,Bubble Glitch,250.45,Brown,80.7903226,5,689.9537944
2820,Pendulum #03762,Yellow,29.2923977,Criminal Purple,250.45,Angelic Red,84.8983051,Red,17.5754386,Awaken Yellow,178.8928571,,2.4699211,,2.1921225,Vent Blue,119.2619048,6,689.7673513999999
2821,Pendulum #01465,Gradient Sunset,32.9539474,Sorceress Yellow,238.5238095,,2.2573231,Black,5.0698381,,2.1778261,Iron Crown Orange,278.2777778,,2.1921225,Shiny Redrum,122.1707317,5,689.7022597
2822,Pendulum #00203,Green,17.3321799,,2.33411,Trinity Blue,122.1707317,White,9.1072727,Zodiac Purple,200.36,Harlequin Purple,250.45,,2.1921225,Oracle Purple,80.7903226,6,689.4711439
2823,Pendulum #01135,Cozmo White,37.380597,Aether Blue,66.7866667,Crescent Orange,119.2619048,White,9.1072727,Derp Green,131.8157895,Aether Blue,98.2156863,Aether Red,143.1142857,Red,78.265625,8,689.4221446
2824,Pendulum #01344,Gradient Sunset,32.9539474,,2.33411,Derp Teal,238.5238095,Purple,10.0784708,,2.1778261,,2.4699211,Knight Pink,278.2777778,Grunt Purple,116.4883721,5,689.3831183
2825,Pendulum #00927,Aqua,10.772043,Legion Purple,333.9333333,,2.2573231,Green,9.7641326,,2.1778261,Meow Glitch,227.6818182,,2.1921225,Oracle Burst,94.509434,5,689.3669162999998
2826,Pendulum #04172,Gradient Forrest,37.1037037,,2.33411,,2.2573231,Yellow,14.4768786,Awaken Yellow,178.8928571,Ronin Glitch,166.9666667,Astronomer Blue,208.7083333,Grunt Black,73.6617647,6,689.1360417000001
2827,Pendulum #04970,Cozmo Blue,28.4602273,Plugged Pink,151.7878788,,2.2573231,Teal,18.9734848,,2.1778261,Plugged Green,227.6818182,Aqua Mask Yellow,208.7083333,Black,44.3274336,6,689.1087296999999
2828,Pendulum #03845,Cozmo Forrest,30.5426829,,2.33411,Valkyrie Black,263.6315789,Black,5.0698381,,2.1778261,Jaboiii Glitch,108.8913043,Knight Blue,143.1142857,Shiny Green,128.4358974,6,688.9319279000001
2829,Pendulum #03644,Cozmo White,37.380597,Opulence Green,263.6315789,Assassin Pink,100.18,Teal,18.9734848,,2.1778261,Ghost Rider Glitch,200.36,,2.1921225,Feather Black,58.9294118,6,688.5594256
2830,Pendulum #01123,Cozmo Orange,43.1810345,Knight Pink,104.3541667,Assassin Pink,100.18,Orange,7.0549296,Holo Visor Glitch,77.0615385,Recon Orange,313.0625,,2.1921225,White,36.2971014,7,688.4635148999998
2831,Pendulum #04045,Pink,22.8721461,War Purple,238.5238095,Angel Pink,147.3235294,Yellow,14.4768786,,2.1778261,Ghost Rider Green,151.7878788,,2.1921225,Oracle Knower,104.3541667,6,688.4427622
2832,Pendulum #01967,Cozmo Black,28.299435,,2.33411,Angelic Yellow,122.1707317,Pink,10.4790795,Aether Red,100.18,Astronomer Pink,250.45,,2.1921225,Grunt Green,166.9666667,6,687.8065498999999
2833,Pendulum #03019,Teal,35.5248227,,2.33411,Aquatic Green,108.8913043,Red,17.5754386,,2.1778261,Jaboiii Red,217.7826087,Astronomer Pink,200.36,Moon,98.2156863,6,687.5962012
2834,Pendulum #04074,Cozmo Pink,42.4491525,,2.33411,,2.2573231,Black,5.0698381,,2.1778261,Prism Pink,500.9,,2.1921225,Skeleton Purple,122.1707317,4,686.450553
2835,Pendulum #03048,Cozmo Sunset,41.3966942,Samurai Green,178.8928571,Aquatic Yellow,156.53125,Green,9.7641326,,2.1778261,Holodrape Black,217.7826087,,2.1921225,Sunset,72.5942029,6,686.0660985999999
2836,Pendulum #01396,Cozmo Yellow,28.6228571,,2.33411,Aquatic Yellow,156.53125,Purple,10.0784708,Derp Green,131.8157895,Aether Blue,98.2156863,Samurai Glitch,86.362069,Grunt Green,166.9666667,7,686.0070211
2837,Pendulum #04094,Blue,23.5164319,,2.33411,,2.2573231,Purple,10.0784708,Opulence Blue,200.36,Moon Sherpa Green,357.7857143,,2.1921225,Oracle Glitch,80.7903226,5,685.3933787
2838,Pendulum #04370,Cozmo Forrest,30.5426829,Prism Purple,238.5238095,,2.2573231,Teal,18.9734848,,2.1778261,Meow Glitch,227.6818182,,2.1921225,Feather Seer,156.53125,5,684.9592006
2839,Pendulum #00914,Teal,35.5248227,Assassin Teal,147.3235294,Roger Green,172.7241379,Teal,18.9734848,,2.1778261,Recon Yellow,263.6315789,,2.1921225,Burst Glitch,37.1037037,6,684.3856105
2840,Pendulum #04031,Yellow,29.2923977,,2.33411,,2.2573231,Orange,7.0549296,Welder Glitch,192.6538462,Aether Green,143.1142857,Astronomer Pink,200.36,Grunt Sun,102.2244898,6,684.0257866000001
2841,Pendulum #02181,White,41.057377,Knight Gray,238.5238095,Angelic Yellow,122.1707317,Pink,10.4790795,,2.1778261,,2.4699211,Knight Blue,143.1142857,Vent Blue,119.2619048,6,683.9893399
2842,Pendulum #01094,Green,17.3321799,,2.33411,Crescent Glitch,208.7083333,Black,5.0698381,,2.1778261,Astronomer Purple,250.45,Holodrape Bronze,156.53125,Grunt Glitch,35.7785714,6,683.1165133000001
2843,Pendulum #00669,Gradient Forrest,37.1037037,,2.33411,War Red,278.2777778,Purple,10.0784708,Holo Visor Green,185.5185185,,2.4699211,Assassin Pink,125.225,Burst Glitch,37.1037037,6,682.8456100999999
2844,Pendulum #02286,Aqua,10.772043,Tesla Yellow,185.5185185,Aquatic Yellow,156.53125,Yellow,14.4768786,Astronomer Pink,185.5185185,,2.4699211,Samurai Glitch,86.362069,Grunt Glitch,35.7785714,7,682.5078917999999
2845,Pendulum #04291,Cozmo Teal,32.1089744,Opulence Red,263.6315789,Angel Green,143.1142857,Orange,7.0549296,Opulence Red,178.8928571,,2.4699211,,2.1921225,Purple,48.1634615,6,682.3625353
2846,Pendulum #04395,Cozmo Red,43.9385965,,2.33411,Muffs Glitch,143.1142857,Black,5.0698381,Layser Blue,131.8157895,Samurai Gray,294.6470588,,2.1921225,Sun Glitch,54.4456522,6,682.2918578
2847,Pendulum #01673,Teal,35.5248227,,2.33411,Muffs Purple,208.7083333,Green,9.7641326,Astronomer Orange,128.4358974,Jaboiii Red,217.7826087,,2.1921225,Sunset,72.5942029,6,682.0706346
2848,Pendulum #01386,White,41.057377,Aether Blue,66.7866667,Angelic Red,84.8983051,Red,17.5754386,Astronomer Purple,172.7241379,Samurai Red,217.7826087,,2.1921225,Grunt Black,73.6617647,7,681.7585429
2849,Pendulum #02680,Orange,25.1708543,Opulence Orange,192.6538462,Angel Yellow,108.8913043,Green,9.7641326,,2.1778261,Plugged Pink,294.6470588,,2.1921225,Cream,41.057377,6,681.2889263
2850,Pendulum #04817,Aqua,10.772043,,2.33411,Aquatic Green,108.8913043,Purple,10.0784708,Aether Yellow,135.3783784,,2.4699211,Mithrandir Blue,333.9333333,Sunset,72.5942029,6,681.1861683000001
2851,Pendulum #03139,Gradient Sunset,32.9539474,Phoenix Blue,250.45,,2.2573231,Black,5.0698381,Opulence Pink,227.6818182,,2.4699211,,2.1921225,Shiny Ice,151.7878788,5,680.9417327
2852,Pendulum #05005,Cozmo Black,28.299435,Prism Gold,385.3076923,,2.2573231,Black,5.0698381,,2.1778261,Ghost Rider Orange,147.3235294,,2.1921225,Skeleton Death,102.2244898,5,680.9311398
2853,Pendulum #01989,Aqua,10.772043,Knight Pink,104.3541667,,2.2573231,Black,5.0698381,War Green,250.45,,2.4699211,Holo Drape Red,263.6315789,Burst Glitch,37.1037037,6,680.8429791
2854,Pendulum #02991,Cozmo Teal,32.1089744,Forge Glitch,192.6538462,Angelic Red,84.8983051,Red,17.5754386,,2.1778261,,2.4699211,Mithrandir Yellow,227.6818182,Vent Sun,116.4883721,6,680.7889063
2855,Pendulum #02544,Green,17.3321799,,2.33411,Angelic Red,84.8983051,Purple,10.0784708,,2.1778261,Derp Pink,178.8928571,Knocker Yellow,263.6315789,Grunt White,116.4883721,6,680.5681045
2856,Pendulum #04479,White,41.057377,Astronomer Green,122.1707317,,2.2573231,Green,9.7641326,,2.1778261,,2.4699211,Pharaoh Red,385.3076923,Vent Moon,108.8913043,5,680.1751917
2857,Pendulum #04992,Cozmo Green,23.7393365,,2.33411,,2.2573231,Green,9.7641326,Recon Yellow,250.45,Recon Yellow,263.6315789,,2.1921225,Feather Burst,119.2619048,5,679.7093919
2858,Pendulum #00153,Green,17.3321799,Imperial Red,263.6315789,,2.2573231,Pink,10.4790795,,2.1778261,Bandit Blue,185.5185185,Aether Red,143.1142857,Vent Glitch,50.09,6,679.3351962
2859,Pendulum #00157,Teal,35.5248227,,2.33411,,2.2573231,Black,5.0698381,Awaken Purple,96.3269231,Ronin Yellow,217.7826087,Bandit Blue,208.7083333,Highborn Moon,106.5744681,6,679.3128315999999
2860,Pendulum #02632,Cozmo Forrest,30.5426829,Assassin Teal,147.3235294,Roger Glitch,192.6538462,Green,9.7641326,Neon Visor Purple,208.7083333,,2.4699211,,2.1921225,Oracle Purple,80.7903226,6,679.1792950999999
2861,Pendulum #02585,Yellow,29.2923977,Knight Brown,156.53125,Angel Blue,67.6891892,Teal,18.9734848,,2.1778261,Iron Crown Glitch,278.2777778,,2.1921225,Knower,119.2619048,6,679.1303574000001
2862,Pendulum #03053,Gradient Sunset,32.9539474,,2.33411,Angelic Glitch,250.45,Blue,13.2513228,Astronomer Orange,128.4358974,,2.4699211,Aether Green,208.7083333,Grunt Glitch,35.7785714,6,679.1165079000001
2863,Pendulum #04588,Teal,35.5248227,Aether Purple,143.1142857,,2.2573231,Green,9.7641326,Awaken Green,104.3541667,Ronin Blue,125.225,Astronomer Green,192.6538462,Green,61.0853659,7,679.0590645999999
2864,Pendulum #03638,Cozmo Aqua,29.6390533,,2.33411,Valkyrie Glitch,208.7083333,Blue,13.2513228,,2.1778261,Unicorn Purple,238.5238095,Aether Red,143.1142857,White,36.2971014,6,678.7802465999999
2865,Pendulum #03035,Black,28.7873563,Spider Green,313.0625,,2.2573231,Green,9.7641326,,2.1778261,Ghost Rider Orange,147.3235294,,2.1921225,Oracle White,166.9666667,5,678.6103402
2866,Pendulum #04832,Cozmo Black,28.299435,Forge Blue,178.8928571,,2.2573231,Pink,10.4790795,Holodrape Teal,156.53125,,2.4699211,Bandit Green,192.6538462,Grunt Sun,102.2244898,6,678.5426063
2867,Pendulum #03430,Green,17.3321799,Samurai Blue,333.9333333,Aquatic Blue,125.225,Black,5.0698381,,2.1778261,,2.4699211,Knight Blue,143.1142857,Black,44.3274336,6,678.3842223
