Rarity Score,id,Back,Back Score,Face,Face Score,Head,Head Score,Outfit,Outfit Score,Character,Character Score,Background,Background Score,name,Trait Count,Trait Count Score
198.0537485,4542,Third Arm,33.2323232,VR Headset,39.8787879,Party Hat,46.6666667,Red One Piece,34.8148148,Medusa Stone,26.0079051,Green,15.7793765,FalseIdols #4284,6,1.6738743
198.0325208,852,IV Drop,33.5714286,Game Controller,38.4795322,Siren,46.013986,Green Good Morning,36.3535912,Vern Birch,26.0079051,Purple Gradient,15.9322034,FalseIdols #1945,6,1.6738743
198.0248743,486,Toy Hammer,34.4502618,Airpod,38.7058824,Farmers Hat,36.9662921,Leopard Gown,40.617284,Arcadian Racing,28.6086957,Spirals,17.002584,FalseIdols #5442,6,1.6738743
198.0240453,5985,Coffin,31.3333333,Pipe,48.0291971,Ribbon,34.6315789,Cowboy,39.4011976,Haka Volcanic,26.7479675,Pink,16.2068966,FalseIdols #0548,6,1.6738743
198.0226737,4221,Hockey Stick,31.3333333,Tears,46.3380282,Ninja Headband,35.7608696,Cowboy,39.4011976,Natsu,26.8571429,Purple Clouds,16.6582278,FalseIdols #2433,6,1.6738743
198.0154963,6256,Turtle Shell Green,28.8596491,Popping Eyes,46.013986,Monkey King Crown,40.8695652,Doctor,38.0346821,Corki,25.9055118,Purple Clouds,16.6582278,FalseIdols #4584,6,1.6738743
198.01047,4316,Carrot Stick,33.0653266,Cigar,43.2894737,Pan,39.6385542,Yellow Good Morning,38.7058824,Medusa Stone,26.0079051,Pink Flames,15.6294537,FalseIdols #4795,6,1.6738743
197.9969498,1770,Third Arm,33.2323232,Futuristic Glasses,39.8787879,Cone,45.0684932,Hockey Black,35.3763441,Corki Demon,26.6396761,Dark Blue Flames,16.127451,FalseIdols #5428,6,1.6738743
197.9898062,5353,Carrot Stick,33.0653266,Pizza,35.9562842,Purple Beanie,38.255814,Purple  Robot,33.7435897,Mori Bot,39.4011976,Blue Flames,15.8937198,FalseIdols #3591,6,1.6738743
197.985587,2077,Phone,28.4848485,Painters Mask,48.3823529,Mohawk,41.125,Green Good Morning,36.3535912,Melton,25.3076923,Purple Clouds,16.6582278,FalseIdols #4994,6,1.6738743
197.9839491,2347,Devil Wings,29.2444444,Rainbow Glasses,44.7619048,Monkey King Crown,40.8695652,Cowboy,39.4011976,Corki,25.9055118,Dark Blue Flames,16.127451,FalseIdols #4941,6,1.6738743
197.9775006,1782,Hockey Stick,31.3333333,Coins,40.3680982,Purple Bandana,43.0065359,Orange Astronaut,38.4795322,Haka Volcanic,26.7479675,Dark Blue Clouds,16.3681592,FalseIdols #1052,6,1.6738743
197.9754643,4489,Angel Wings,30.462963,Futuristic Glasses,39.8787879,Party Hat,46.6666667,Black Gown,36.7597765,Melton Slush,26.6396761,Blue Flames,15.8937198,FalseIdols #0508,6,1.6738743
197.9723647,451,NONE,6.5668663,Monocle,63.8834951,Hockey Helmet,44.1610738,Green Stars,37.816092,Azazel Frost,26.6396761,Blue Flames,15.8937198,FalseIdols #4556,5,3.0114416
197.9691071,5733,Scythe,27.5313808,Heart Eyes,51.8110236,Farmers Hat,36.9662921,Hockey Blue,40.3680982,Boar Girl,24.2804428,Graveyard,15.3379953,FalseIdols #4699,6,1.6738743
197.9630167,5504,Trident,32.4137931,Pacifier,45.0684932,Siberian Hat,40.617284,Green Good Morning,36.3535912,Melton Slush,26.6396761,Rainbow,15.1963048,FalseIdols #3870,6,1.6738743
197.96232,3479,Scythe,27.5313808,Blue Scuba Mask,47.6811594,Dealers Hat,43.5761589,Robe,36.1538462,Medusa Stone,26.0079051,Graveyard,15.3379953,FalseIdols #1833,6,1.6738743
197.9573212,272,Hockey Stick,31.3333333,Button Eyes,38.255814,Fox Mask,43.8666667,Cowboy,39.4011976,Boar Girl Red,27.6470588,Green,15.7793765,FalseIdols #0957,6,1.6738743
197.9509399,1529,Hockey Stick,31.3333333,Burning Money,50.6153846,Halo,38.0346821,Black Gown,36.7597765,Arcadian,23.7545126,Green,15.7793765,FalseIdols #5358,6,1.6738743
197.9368017,127,NONE,6.5668663,Lightning Eyes,49.1044776,Hockey Helmet,44.1610738,Black Turtleneck,36.9662921,Bapho Demon,41.3836478,Red Flames,16.7430025,FalseIdols #0094,5,3.0114416
197.9134407,3876,Trident,32.4137931,Coins,40.3680982,Black Beanie,48.0291971,Purple  Robot,33.7435897,Vern,25.9055118,Green,15.7793765,FalseIdols #4465,6,1.6738743
197.897165,2070,Toy Hammer,34.4502618,Painters Mask,48.3823529,Farmers Hat,36.9662921,Red One Piece,34.8148148,Corki,25.9055118,Skatepark Park,15.7040573,FalseIdols #2004,6,1.6738743
197.8941646,6185,Present,28.9867841,Burning Money,50.6153846,Soda Cap,41.125,Blue One Piece,33.7435897,Medusa Stone,26.0079051,Prison Photo booth,15.7416268,FalseIdols #0489,6,1.6738743
197.8911812,3517,Sword,29.1150442,Pipe,48.0291971,Emperors Crown,40.8695652,Red One Piece,34.8148148,Boar Girl Red,27.6470588,Prison Photo booth,15.7416268,FalseIdols #5694,6,1.6738743
197.8909793,1402,Umbrella Black,28.1196581,Button Eyes,38.255814,Red Bandana,50.2290076,White Turtleneck,39.1666667,Okame Wood,24.5522388,Blue Flames,15.8937198,FalseIdols #6508,6,1.6738743
197.8859106,4910,Devil Wings,29.2444444,Futuristic Glasses,39.8787879,Cone,45.0684932,Orange Astronaut,38.4795322,Boar Girl Red,27.6470588,Blue Flames,15.8937198,FalseIdols #1078,6,1.6738743
197.879339,5991,Devil Wings,29.2444444,Button Eyes,38.255814,Axe,51.40625,Silver Armor,36.5555556,Azazel,25.4054054,Graveyard,15.3379953,FalseIdols #0001,6,1.6738743
197.8770288,3374,Coffin,31.3333333,Bubble Gum,38.4795322,Siren,46.013986,White Astronaut,39.8787879,Arcadian,23.7545126,Red Flames,16.7430025,FalseIdols #0024,6,1.6738743
197.8648031,5011,Fan,32.7363184,Bandage,43.8666667,Pan,39.6385542,HellYeah Hoodie,38.7058824,Corki,25.9055118,Graveyard,15.3379953,FalseIdols #5534,6,1.6738743
197.8500684,1227,NONE,6.5668663,Monocle,63.8834951,Cowboy Hat,41.3836478,Hockey Blue,40.3680982,Natsu,26.8571429,Green,15.7793765,FalseIdols #2123,5,3.0114416
197.8491722,3284,Angel Wings,30.462963,Button Eyes,38.255814,Red Bandana,50.2290076,Red One Piece,34.8148148,Natsu,26.8571429,Blue Clouds,15.5555556,FalseIdols #3971,6,1.6738743
197.8175427,6309,Skateboard,26.9672131,Game Controller,38.4795322,Axe,51.40625,Overalls,38.255814,Azazel,25.4054054,Pink Flames,15.6294537,FalseIdols #6276,6,1.6738743
197.8024682,4950,Third Arm,33.2323232,Popping Eyes,46.013986,Monkey King Crown,40.8695652,Blue One Piece,33.7435897,Corki Demon,26.6396761,Pink Flames,15.6294537,FalseIdols #5710,6,1.6738743
197.7871,4604,Turtle Shell Brown,31.4832536,Eye Patch,38.7058824,Cone,45.0684932,Orange Astronaut,38.4795322,Vern Birch,26.0079051,Dark Blue Clouds,16.3681592,FalseIdols #0602,6,1.6738743
197.7831594,97,Baseball Bat,28.4848485,Burning Money,50.6153846,Purple Beanie,38.255814,Green Stars,37.816092,Melton,25.3076923,Pink Flames,15.6294537,FalseIdols #0069,6,1.6738743
197.7727547,2577,Third Arm,33.2323232,Yellow Scuba Mask,45.6944444,Mohawk,41.125,Purple  Robot,33.7435897,Haka Volcanic,26.7479675,Blue Clouds,15.5555556,FalseIdols #0978,6,1.6738743
197.7620432,5796,Knife,33.0653266,Rose,41.910828,Propeller,38.7058824,White Astronaut,39.8787879,Haka Volcanic,26.7479675,Green,15.7793765,FalseIdols #1899,6,1.6738743
197.7490085,1869,Binocular,35.1871658,Reverse Cross Earring,45.0684932,Farmers Hat,36.9662921,Black Gown,36.7597765,Haka,25.3076923,Space,16.7857143,FalseIdols #4446,6,1.6738743
197.7472557,2987,Devil Wings,29.2444444,Reverse Cross Earring,45.0684932,Purple Beanie,38.255814,Pink Jacket,40.1219512,Melton Slush,26.6396761,Red Flames,16.7430025,FalseIdols #1635,6,1.6738743
197.7413434,3597,Third Arm,33.2323232,Bubble Gum,38.4795322,Cone,45.0684932,Black Gown,36.7597765,Haka Volcanic,26.7479675,Green,15.7793765,FalseIdols #1883,6,1.6738743
197.739748,1913,Trident,32.4137931,Popping Eyes,46.013986,Farmers Hat,36.9662921,Yellow Good Morning,38.7058824,Haka,25.3076923,Purple Clouds,16.6582278,FalseIdols #3984,6,1.6738743
197.7385659,6123,Coffin,31.3333333,Rose,41.910828,Crown,39.8787879,Orange TShirt,39.1666667,Okame,27.8813559,Blue Flames,15.8937198,FalseIdols #3838,6,1.6738743
197.7350141,6104,Turtle Shell Brown,31.4832536,Rainbow Glasses,44.7619048,Pirate Hat,36.7597765,HellYeah Hoodie,38.7058824,Arcadian Racing,28.6086957,Prison Photo booth,15.7416268,FalseIdols #2731,6,1.6738743
197.7340332,1136,Turtle Shell Green,28.8596491,Popping Eyes,46.013986,Pan,39.6385542,Orange TShirt,39.1666667,Corki Demon,26.6396761,Prison Photo booth,15.7416268,FalseIdols #4310,6,1.6738743
197.7332558,4039,FI Flag,33.5714286,Snake,43.2894737,Purple Beanie,38.255814,Hockey Blue,40.3680982,Natsu Crystal,25.0190114,Blue Clouds,15.5555556,FalseIdols #3639,6,1.6738743
197.7209281,1603,Turtle Shell Brown,31.4832536,Coins,40.3680982,Farmers Hat,36.9662921,Pirate Suit,45.6944444,Corki,25.9055118,Pink Flames,15.6294537,FalseIdols #6209,6,1.6738743
197.706301,1994,Fan,32.7363184,Fire Eyes,60.3669725,None,6.3391137,Reaper,41.910828,Mori,37.6,Prison Photo booth,15.7416268,FalseIdols #5143,5,3.0114416
197.6964897,1045,Third Arm,33.2323232,3D Glasses,42.1794872,Propeller,38.7058824,Orange Astronaut,38.4795322,Azazel Frost,26.6396761,Space,16.7857143,FalseIdols #2919,6,1.6738743
197.6884517,2826,NONE,6.5668663,Milk Bottle,46.3380282,Mariachi Hat,57.2173913,Pink Jacket,40.1219512,Boar Girl Red,27.6470588,Space,16.7857143,FalseIdols #2459,5,3.0114416
197.6872567,4133,Phone,28.4848485,Painters Mask,48.3823529,Halo,38.0346821,Hockey Blue,40.3680982,Azazel,25.4054054,Graveyard,15.3379953,FalseIdols #3760,6,1.6738743
197.6869619,4046,Binocular,35.1871658,Game Controller,38.4795322,Monkey King Crown,40.8695652,Green Stars,37.816092,Okame,27.8813559,Green,15.7793765,FalseIdols #5606,6,1.6738743
197.6795142,5423,Hockey Stick,31.3333333,Bandage,43.8666667,Top Hat,43.0065359,Pink Robot,37.3863636,Arcadian,23.7545126,Purple Clouds,16.6582278,FalseIdols #6313,6,1.6738743
197.6786998,162,Angel Wings,30.462963,Blue Scuba Mask,47.6811594,Siberian Hat,40.617284,Gold Armor,35.5675676,Melton,25.3076923,Dark Blue Clouds,16.3681592,FalseIdols #0102,6,1.6738743
197.6745855,4635,Sand Shovel,29.375,Rainbow Glasses,44.7619048,Confused Stars,39.4011976,Chef Uniform,41.125,Azazel,25.4054054,Purple Gradient,15.9322034,FalseIdols #4161,6,1.6738743
197.6643193,5335,Binocular,35.1871658,Reverse Cross Earring,45.0684932,Crown,39.8787879,Blue One Piece,33.7435897,Corki,25.9055118,Pink,16.2068966,FalseIdols #2446,6,1.6738743
197.6562337,5024,Baseball Bat,28.4848485,Snake,43.2894737,Dealers Hat,43.5761589,Overalls,38.255814,Medusa Stone,26.0079051,Dark Blue Clouds,16.3681592,FalseIdols #5639,6,1.6738743
197.6556075,6372,Binocular,35.1871658,VR Headset,39.8787879,Mohawk,41.125,Overalls,38.255814,Corki,25.9055118,Pink Flames,15.6294537,FalseIdols #5855,6,1.6738743
197.6514311,2708,Coffin,31.3333333,Moustache,47,Ribbon,34.6315789,Reaper,41.910828,Corki,25.9055118,Rainbow,15.1963048,FalseIdols #4704,6,1.6738743
197.6301642,1028,NONE,6.5668663,Futuristic Glasses,39.8787879,Cone,45.0684932,White Turtleneck,39.1666667,Iris,48.3823529,Blue Clouds,15.5555556,FalseIdols #5163,5,3.0114416
197.6187121,1763,Carrot Stick,33.0653266,Coins,40.3680982,Pan,39.6385542,Pink Jacket,40.1219512,Medusa Stone,26.0079051,Red Flames,16.7430025,FalseIdols #0018,6,1.6738743
197.6111011,2334,Baseball Bat,28.4848485,Cigar,43.2894737,Purple Beanie,38.255814,Blue Jacket,45.6944444,Boar Girl,24.2804428,Purple Gradient,15.9322034,FalseIdols #3378,6,1.6738743
197.6057721,630,Umbrella Black,28.1196581,Burning Money,50.6153846,Chef Hat,37.1751412,Blue Kimono,37.1751412,Azazel Frost,26.6396761,Pink,16.2068966,FalseIdols #0744,6,1.6738743
197.6046658,4177,Fan,32.7363184,Popping Eyes,46.013986,Purple Beanie,38.255814,Blue Kimono,37.1751412,Medusa Stone,26.0079051,Prison Photo booth,15.7416268,FalseIdols #6007,6,1.6738743
197.6000329,1394,Knife,33.0653266,Pacifier,45.0684932,Purple Beanie,38.255814,Robe,36.1538462,Corki Demon,26.6396761,Red Flames,16.7430025,FalseIdols #1595,6,1.6738743
197.5973008,3169,Hockey Stick,31.3333333,Airpod,38.7058824,Siberian Hat,40.617284,Leopard Gown,40.617284,Boar Girl Red,27.6470588,Spirals,17.002584,FalseIdols #5063,6,1.6738743
197.5940742,5555,Phone,28.4848485,3D Glasses,42.1794872,Ninja Headband,35.7608696,Purple  Robot,33.7435897,Mori Silver,40.1219512,Pink Flames,15.6294537,FalseIdols #3686,6,1.6738743
197.5895844,1475,Hockey Stick,31.3333333,Black Glasses,38.7058824,Party Hat,46.6666667,Gold Armor,35.5675676,Azazel Frost,26.6396761,Spirals,17.002584,FalseIdols #5898,6,1.6738743
197.5713943,2727,Scythe,27.5313808,Reverse Cross Earring,45.0684932,Mohawk,41.125,Pink Jacket,40.1219512,Haka,25.3076923,Red Flames,16.7430025,FalseIdols #1131,6,1.6738743
197.5519206,1776,Toy Hammer,34.4502618,Pacifier,45.0684932,Ninja Headband,35.7608696,Doctor,38.0346821,Corki,25.9055118,Purple Clouds,16.6582278,FalseIdols #5130,6,1.6738743
197.5517802,2465,Angel Wings,30.462963,VR Headset,39.8787879,Farmers Hat,36.9662921,Pirate Suit,45.6944444,Haka Volcanic,26.7479675,Dark Blue Flames,16.127451,FalseIdols #3227,6,1.6738743
197.5402595,4191,Angel Wings,30.462963,Eye Patch,38.7058824,Siren,46.013986,Yellow Good Morning,38.7058824,Corki Demon,26.6396761,Graveyard,15.3379953,FalseIdols #2402,6,1.6738743
197.53145,1272,Binocular,35.1871658,Coins,40.3680982,Confused Stars,39.4011976,Yellow Good Morning,38.7058824,Melton Slush,26.6396761,Blue Clouds,15.5555556,FalseIdols #5004,6,1.6738743
197.5300425,3419,Carrot Stick,33.0653266,Popping Eyes,46.013986,Purple Beanie,38.255814,Blue Kimono,37.1751412,Vern Birch,26.0079051,Graveyard,15.3379953,FalseIdols #1198,6,1.6738743
197.5223365,948,NONE,6.5668663,Oni Mask,67.1428571,Purple Bandana,43.0065359,Black Gown,36.7597765,Azazel,25.4054054,Pink Flames,15.6294537,FalseIdols #6127,5,3.0114416
197.5150791,3048,Sand Shovel,29.375,Arrow,42.1794872,Bucket,41.125,Flame Hoodie,40.3680982,Medusa Stone,26.0079051,Space,16.7857143,FalseIdols #5317,6,1.6738743
197.5140873,3642,Skateboard,26.9672131,Futuristic Glasses,39.8787879,Siren,46.013986,White Turtleneck,39.1666667,Okame,27.8813559,Purple Gradient,15.9322034,FalseIdols #4451,6,1.6738743
197.5047427,3621,Third Arm,33.2323232,Bandage,43.8666667,Confused Stars,39.4011976,Green Stars,37.816092,Haka,25.3076923,Pink,16.2068966,FalseIdols #0176,6,1.6738743
197.4727173,1453,Fan,32.7363184,Tears,46.3380282,Confused Stars,39.4011976,Black Turtleneck,36.9662921,Natsu Crystal,25.0190114,Graveyard,15.3379953,FalseIdols #6277,6,1.6738743
197.4663111,5764,Toy Hammer,34.4502618,Cigar,43.2894737,Farmers Hat,36.9662921,Chef Uniform,41.125,Arcadian,23.7545126,Pink,16.2068966,FalseIdols #5833,6,1.6738743
197.4598101,4533,Coffin,31.3333333,Bandage,43.8666667,Hockey Helmet,44.1610738,Black Turtleneck,36.9662921,Arcadian,23.7545126,Skatepark Park,15.7040573,FalseIdols #0552,6,1.6738743
197.4436256,5916,FI Flag,33.5714286,Bandage,43.8666667,Top Hat,43.0065359,Jail,32.5742574,Natsu,26.8571429,Blue Flames,15.8937198,FalseIdols #5917,6,1.6738743
197.4404324,4134,Coffin,31.3333333,Pipe,48.0291971,Doctors Lamp,38.0346821,Black Gown,36.7597765,Medusa,25.9055118,Skatepark Park,15.7040573,FalseIdols #6202,6,1.6738743
197.4316684,4332,Present,28.9867841,Heart Eyes,51.8110236,Pajama Cap,33.7435897,White Astronaut,39.8787879,Azazel,25.4054054,Purple Gradient,15.9322034,FalseIdols #2986,6,1.6738743
197.4302729,5923,Third Arm,33.2323232,Rose,41.910828,Hockey Helmet,44.1610738,Red One Piece,34.8148148,Vern Birch,26.0079051,Pink Flames,15.6294537,FalseIdols #4400,6,1.6738743
197.4287029,4368,NONE,6.5668663,Face Bandage,57.2173913,Mohawk,41.125,Blue Jacket,45.6944444,Okame,27.8813559,Purple Gradient,15.9322034,FalseIdols #1584,5,3.0114416
197.4279113,2787,Binocular,35.1871658,Black Glasses,38.7058824,Ribbon,34.6315789,Pirate Suit,45.6944444,Vern,25.9055118,Pink Flames,15.6294537,FalseIdols #2785,6,1.6738743
197.4202399,2321,Turtle Shell Green,28.8596491,Button Eyes,38.255814,Pan,39.6385542,Blue Jacket,45.6944444,Melton Slush,26.6396761,Purple Clouds,16.6582278,FalseIdols #3480,6,1.6738743
197.4121478,4664,Scythe,27.5313808,Heart Eyes,51.8110236,Doctors Lamp,38.0346821,Gold Armor,35.5675676,Vern Birch,26.0079051,Space,16.7857143,FalseIdols #2063,6,1.6738743
197.3841233,6432,Fan,32.7363184,Arrow,42.1794872,Propeller,38.7058824,HellYeah Hoodie,38.7058824,Azazel Frost,26.6396761,Red Flames,16.7430025,FalseIdols #4369,6,1.6738743
197.3818429,389,IV Drop,33.5714286,Button Eyes,38.255814,Party Hat,46.6666667,Hockey Black,35.3763441,Corki,25.9055118,Purple Gradient,15.9322034,FalseIdols #4812,6,1.6738743
197.37776,5629,Baseball Bat,28.4848485,Coins,40.3680982,Pan,39.6385542,Kings Robe,33.4010152,Bapho,38.255814,Blue Clouds,15.5555556,FalseIdols #6081,6,1.6738743
197.3668418,5416,Present,28.9867841,Cigar,43.2894737,Purple Bandana,43.0065359,White Turtleneck,39.1666667,Medusa,25.9055118,Graveyard,15.3379953,FalseIdols #3958,6,1.6738743
197.3656659,4139,Skateboard,26.9672131,Painters Mask,48.3823529,Farmers Hat,36.9662921,Flame Hoodie,40.3680982,Corki Demon,26.6396761,Dark Blue Clouds,16.3681592,FalseIdols #0901,6,1.6738743
197.3591567,4735,Turtle Shell Green,28.8596491,Lightning Eyes,49.1044776,Ninja Headband,35.7608696,White Turtleneck,39.1666667,Vern Birch,26.0079051,Space,16.7857143,FalseIdols #1853,6,1.6738743
197.3563056,4567,Carrot Stick,33.0653266,Yellow Scuba Mask,45.6944444,Crown,39.8787879,Kings Robe,33.4010152,Natsu,26.8571429,Space,16.7857143,FalseIdols #6226,6,1.6738743
197.3456945,4537,FI Flag,33.5714286,Snake,43.2894737,Halo,38.0346821,Orange TShirt,39.1666667,Corki,25.9055118,Skatepark Park,15.7040573,FalseIdols #1142,6,1.6738743
197.3420642,2330,Knife,33.0653266,Reverse Cross Earring,45.0684932,Doctors Lamp,38.0346821,Black Turtleneck,36.9662921,Corki Demon,26.6396761,Blue Flames,15.8937198,FalseIdols #2437,6,1.6738743
197.3353078,1162,Carrot Stick,33.0653266,Heart Eyes,51.8110236,Pajama Cap,33.7435897,Blue One Piece,33.7435897,Corki Demon,26.6396761,Purple Clouds,16.6582278,FalseIdols #4944,6,1.6738743
197.3244683,3420,Umbrella Black,28.1196581,Eye Patch,38.7058824,Axe,51.40625,Silver Armor,36.5555556,Haka,25.3076923,Blue Clouds,15.5555556,FalseIdols #1684,6,1.6738743
197.3217335,2833,Umbrella Rainbow,32.9,Coins,40.3680982,Fox Mask,43.8666667,Blue Kimono,37.1751412,Okame Wood,24.5522388,Space,16.7857143,FalseIdols #6504,6,1.6738743
197.3181177,3409,Coffin,31.3333333,Black Glasses,38.7058824,Pajama Cap,33.7435897,Yellow Good Morning,38.7058824,Mori,37.6,Blue Clouds,15.5555556,FalseIdols #2642,6,1.6738743
197.3136804,3113,Fan,32.7363184,Black Glasses,38.7058824,Crown,39.8787879,Reaper,41.910828,Azazel,25.4054054,Spirals,17.002584,FalseIdols #1333,6,1.6738743
197.3092296,5656,Angel Wings,30.462963,VR Headset,39.8787879,Purple Bandana,43.0065359,Suit,39.6385542,Vern,25.9055118,Red Flames,16.7430025,FalseIdols #3385,6,1.6738743
197.2991736,1320,Knife,33.0653266,Snake,43.2894737,Mohawk,41.125,Pink Robot,37.3863636,Okame Wood,24.5522388,Pink,16.2068966,FalseIdols #4341,6,1.6738743
197.2944947,937,IV Drop,33.5714286,Rose,41.910828,Pirate Hat,36.7597765,Hockey Blue,40.3680982,Vern Birch,26.0079051,Spirals,17.002584,FalseIdols #2658,6,1.6738743
197.2888713,2676,Coffin,31.3333333,Coins,40.3680982,Cone,45.0684932,Robe,36.1538462,Corki,25.9055118,Space,16.7857143,FalseIdols #2455,6,1.6738743
197.2879942,4822,Toy Hammer,34.4502618,Milk Bottle,46.3380282,Pirate Hat,36.7597765,Pink Robot,37.3863636,Okame Wood,24.5522388,Dark Blue Flames,16.127451,FalseIdols #5402,6,1.6738743
197.2832612,3280,Hockey Stick,31.3333333,Tears,46.3380282,Ninja Headband,35.7608696,White Turtleneck,39.1666667,Medusa Stone,26.0079051,Spirals,17.002584,FalseIdols #2794,6,1.6738743
197.2770102,1789,Baseball Bat,28.4848485,Lightning Eyes,49.1044776,Pirate Hat,36.7597765,Doctor,38.0346821,Okame,27.8813559,Graveyard,15.3379953,FalseIdols #4665,6,1.6738743
197.2539458,2536,NONE,6.5668663,Monocle,63.8834951,Monkey King Crown,40.8695652,Reaper,41.910828,Haka,25.3076923,Skatepark Park,15.7040573,FalseIdols #1661,5,3.0114416
197.2526599,5013,Skateboard,26.9672131,Blue Scuba Mask,47.6811594,Siberian Hat,40.617284,Orange TShirt,39.1666667,Natsu Crystal,25.0190114,Dark Blue Flames,16.127451,FalseIdols #0762,6,1.6738743
197.2391022,1313,Carrot Stick,33.0653266,Bandage,43.8666667,Propeller,38.7058824,Leopard Gown,40.617284,Arcadian,23.7545126,Blue Clouds,15.5555556,FalseIdols #4233,6,1.6738743
197.2230487,1220,Fan,32.7363184,Eye Patch,38.7058824,Emperors Crown,40.8695652,Chef Uniform,41.125,Corki,25.9055118,Pink,16.2068966,FalseIdols #3670,6,1.6738743
197.2219289,444,Knife,33.0653266,Earring,38.0346821,Cone,45.0684932,Green Stars,37.816092,Medusa Stone,26.0079051,Blue Clouds,15.5555556,FalseIdols #1831,6,1.6738743
197.2162681,530,Knife,33.0653266,Rainbow Glasses,44.7619048,Soda Cap,41.125,Blue One Piece,33.7435897,Corki Demon,26.6396761,Pink,16.2068966,FalseIdols #4505,6,1.6738743
197.214658,4628,Devil Wings,29.2444444,Painters Mask,48.3823529,Chef Hat,37.1751412,Yellow Good Morning,38.7058824,Medusa,25.9055118,Dark Blue Flames,16.127451,FalseIdols #2750,6,1.6738743
197.2134272,3118,Turtle Shell Brown,31.4832536,Rainbow Glasses,44.7619048,Pan,39.6385542,Pink Jacket,40.1219512,Arcadian,23.7545126,Green,15.7793765,FalseIdols #3063,6,1.6738743
197.2129637,4697,Baseball Bat,28.4848485,3D Glasses,42.1794872,Top Hat,43.0065359,Orange Astronaut,38.4795322,Boar Girl Red,27.6470588,Prison Photo booth,15.7416268,FalseIdols #0291,6,1.6738743
197.2101531,3620,Umbrella Black,28.1196581,Button Eyes,38.255814,Purple Beanie,38.255814,Hockey Black,35.3763441,Mori Bot,39.4011976,Dark Blue Flames,16.127451,FalseIdols #6659,6,1.6738743
197.2087797,6232,Devil Wings,29.2444444,Blue Scuba Mask,47.6811594,Ice Cream,37.1751412,Cowboy,39.4011976,Corki,25.9055118,Dark Blue Flames,16.127451,FalseIdols #3707,6,1.6738743
197.2056248,3243,Third Arm,33.2323232,Button Eyes,38.255814,Mohawk,41.125,Purple Gown,41.3836478,Vern,25.9055118,Pink Flames,15.6294537,FalseIdols #3599,6,1.6738743
197.20266,4098,Turtle Shell Green,28.8596491,3D Glasses,42.1794872,Siren,46.013986,Gold Armor,35.5675676,Vern,25.9055118,Spirals,17.002584,FalseIdols #6083,6,1.6738743
197.1958867,3059,Binocular,35.1871658,Pizza,35.9562842,Crown,39.8787879,Purple Gown,41.3836478,Haka Volcanic,26.7479675,Dark Blue Clouds,16.3681592,FalseIdols #5996,6,1.6738743
197.1846121,1206,FI Flag,33.5714286,Button Eyes,38.255814,Fox Mask,43.8666667,Blue Kimono,37.1751412,Haka Volcanic,26.7479675,Blue Flames,15.8937198,FalseIdols #5036,6,1.6738743
197.181156,280,NONE,6.5668663,Mask,88.9189189,None,6.3391137,Doctor,38.0346821,Natsu,26.8571429,Graveyard,15.3379953,FalseIdols #5688,4,15.1264368
197.1666394,3485,Angel Wings,30.462963,Earring,38.0346821,Pirate Hat,36.7597765,Blue Jacket,45.6944444,Arcadian Racing,28.6086957,Purple Gradient,15.9322034,FalseIdols #5029,6,1.6738743
197.153626,4543,Phone,28.4848485,Tears,46.3380282,Purple Beanie,38.255814,Hockey Blue,40.3680982,Medusa,25.9055118,Dark Blue Flames,16.127451,FalseIdols #3067,6,1.6738743
197.1488428,4827,Third Arm,33.2323232,Game Controller,38.4795322,Top Hat,43.0065359,HellYeah Hoodie,38.7058824,Haka,25.3076923,Red Flames,16.7430025,FalseIdols #3299,6,1.6738743
197.1477657,371,FI Flag,33.5714286,Arrow,42.1794872,Purple Bandana,43.0065359,Red One Piece,34.8148148,Medusa Stone,26.0079051,Blue Flames,15.8937198,FalseIdols #4157,6,1.6738743
197.1477303,3071,Scythe,27.5313808,Milk Bottle,46.3380282,Soda Cap,41.125,HellYeah Hoodie,38.7058824,Azazel,25.4054054,Dark Blue Clouds,16.3681592,FalseIdols #6413,6,1.6738743
197.1471736,5981,Coffin,31.3333333,Game Controller,38.4795322,Cone,45.0684932,Orange Astronaut,38.4795322,Corki,25.9055118,Pink,16.2068966,FalseIdols #0318,6,1.6738743
197.1471555,3583,Toy Hammer,34.4502618,Arrow,42.1794872,Purple Bandana,43.0065359,Purple  Robot,33.7435897,Haka,25.3076923,Space,16.7857143,FalseIdols #4611,6,1.6738743
197.145489,587,Binocular,35.1871658,Black Glasses,38.7058824,Bucket,41.125,Pink Jacket,40.1219512,Okame Wood,24.5522388,Green,15.7793765,FalseIdols #6557,6,1.6738743
197.114276,1930,NONE,6.5668663,Moustache,47,Black Beanie,48.0291971,Gold Armor,35.5675676,Bapho Demon,41.3836478,Blue Clouds,15.5555556,FalseIdols #3661,5,3.0114416
197.1112852,1516,Trident,32.4137931,Popping Eyes,46.013986,Confused Stars,39.4011976,Red One Piece,34.8148148,Medusa Stone,26.0079051,Space,16.7857143,FalseIdols #1491,6,1.6738743
197.1079206,5285,Scythe,27.5313808,Earring,38.0346821,Chef Hat,37.1751412,Gold Armor,35.5675676,Bapho Demon,41.3836478,Prison Photo booth,15.7416268,FalseIdols #2998,6,1.6738743
197.106858,1041,Knife,33.0653266,Bandage,43.8666667,Pajama Cap,33.7435897,Reaper,41.910828,Corki Demon,26.6396761,Pink,16.2068966,FalseIdols #4709,6,1.6738743
