Rank,Weighting,Name,Back,BackRarity,Eyes,EyesRarity,Face,FaceRarity,Head,HeadRarity,Race,RaceRarity,Armor,ArmorRarity,Mouth,MouthRarity,Racial,RacialRarity,Familiar,FamiliarRarity,SkinTone,SkinToneRarity,Background,BackgroundRarity,TraitCount,TraitCountRarity,Asset
0,102.58617180000002,Tavern Squad Adventurer #00639,Axe,12.3304562,Normal,2.7624309,None,1.1021713,Short Hair,8.2304527,Orc,8.0064051,Explorer,11.3895216,Racial,5.8173357,Crooked,39.5256917,None,1.0215548,C,3.0422878,Yellow,7.6923077,9,1.6655563,2d01b3496fd22b1a61e6227c27250225b1186e5ebae7360b1fc5392c54617665726e53717561643030363339
0,102.57883140000001,Tavern Squad Adventurer #08135,Spear,12.2399021,Scared,9.3632959,None,1.1021713,Long Hair,8.1632653,Human,2.8352708,Molten,38.0228137,Normal,3.4940601,None,12.0918984,None,1.0215548,C,3.0422878,Yellow,7.6923077,8,3.5100035,2d01b3496fd22b1a61e6227c27250225b1186e5ebae7360b1fc5392c54617665726e53717561643038313335
0,102.5784138,Tavern Squad Adventurer #00981,Fire Maul,20.746888,Normal,2.7624309,None,1.1021713,Horns,34.0136054,Human,2.8352708,Villager,11.4547537,Normal,3.4940601,Ducktail,13.6239782,None,1.0215548,A,2.894356,Purple,6.9637883,9,1.6655563,2d01b3496fd22b1a61e6227c27250225b1186e5ebae7360b1fc5392c54617665726e53717561643030393831
0,102.57464580000001,Tavern Squad Adventurer #08919,Axe,12.3304562,Normal,2.7624309,None,1.1021713,Short Hair,8.2304527,Orc,8.0064051,Explorer,11.3895216,Racial,5.8173357,Skinny,40.9836066,None,1.0215548,B,3.0693677,Green,6.1957869,9,1.6655563,2d01b3496fd22b1a61e6227c27250225b1186e5ebae7360b1fc5392c54617665726e53717561643038393139
0,102.5744759,Tavern Squad Adventurer #04531,None,4.9925112,Angry,5.7971014,None,1.1021713,Crown,36.4963504,Human,2.8352708,Explorer,11.3895216,Drowsy,9.3196645,Goatee,16.0771704,None,1.0215548,B,3.0693677,Purple,6.9637883,8,3.5100035,2d01b3496fd22b1a61e6227c27250225b1186e5ebae7360b1fc5392c54617665726e53717561643034353331
0,102.57308950000001,Tavern Squad Adventurer #07158,Sword,11.9617225,Normal,2.7624309,None,1.1021713,Crown,36.4963504,Dwarf,4.0666938,Rogue,12.8205128,Normal,3.4940601,Braided Mustache,16.4203612,None,1.0215548,B,3.0693677,Yellow,7.6923077,9,1.6655563,2d01b3496fd22b1a61e6227c27250225b1186e5ebae7360b1fc5392c54617665726e53717561643037313538
0,102.56986020000001,Tavern Squad Adventurer #09102,Lute,12.5313283,Normal,2.7624309,None,1.1021713,Ponytail,9.7847358,Orc,8.0064051,Royal Guard,16.3666121,Racial,5.8173357,Broken,34.2465753,None,1.0215548,B,3.0693677,Green,6.1957869,9,1.6655563,2d01b3496fd22b1a61e6227c27250225b1186e5ebae7360b1fc5392c54617665726e53717561643039313032
0,102.56522849999999,Tavern Squad Adventurer #04229,Axe,12.3304562,Normal,2.7624309,None,1.1021713,None,7.6745971,Orc,8.0064051,Barbarian,14.9476831,Racial,5.8173357,Broken,34.2465753,None,1.0215548,C,3.0422878,Orange,8.1037277,8,3.5100035,2d01b3496fd22b1a61e6227c27250225b1186e5ebae7360b1fc5392c54617665726e53717561643034323239
0,102.5603973,Tavern Squad Adventurer #01595,Sword,11.9617225,Crazy,15.5279503,None,1.1021713,Wizard,12.300123,Human,2.8352708,Plant,23.3100233,Angry,7.6687117,Goatee,16.0771704,None,1.0215548,A,2.894356,Green,6.1957869,9,1.6655563,2d01b3496fd22b1a61e6227c27250225b1186e5ebae7360b1fc5392c54617665726e53717561643031353935
0,102.5577808,Tavern Squad Adventurer #07320,None,4.9925112,Scared,9.3632959,None,1.1021713,Ponytail,9.7847358,Human,2.8352708,Molten,38.0228137,Sad,9.569378,Ducktail,13.6239782,None,1.0215548,A,2.894356,Gray,5.8377116,8,3.5100035,2d01b3496fd22b1a61e6227c27250225b1186e5ebae7360b1fc5392c54617665726e53717561643037333230
0,102.5452188,Tavern Squad Adventurer #05156,None,4.9925112,Sad,7.6863951,None,1.1021713,Bandana,8.841733,Orc,8.0064051,Villager,11.4547537,Racial,5.8173357,Crooked,39.5256917,None,1.0215548,A,2.894356,Yellow,7.6923077,8,3.5100035,2d01b3496fd22b1a61e6227c27250225b1186e5ebae7360b1fc5392c54617665726e53717561643035313536
0,102.53153080000001,Tavern Squad Adventurer #04599,None,4.9925112,Normal,2.7624309,None,1.1021713,None,7.6745971,Elf,4.3572985,Rogue,12.8205128,Sad,9.569378,Curved,24.2718447,None,1.0215548,B,3.0693677,Blue,6.7934783,7,24.0963855,2d01b3496fd22b1a61e6227c27250225b1186e5ebae7360b1fc5392c54617665726e53717561643034353939
0,102.5179786,Tavern Squad Adventurer #04465,Fire Maul,20.746888,Scared,9.3632959,None,1.1021713,Short Hair,8.2304527,Dwarf,4.0666938,Royal Guard,16.3666121,Sad,9.569378,Handlebars,21.5053763,None,1.0215548,C,3.0422878,Gray,5.8377116,9,1.6655563,2d01b3496fd22b1a61e6227c27250225b1186e5ebae7360b1fc5392c54617665726e53717561643034343635
0,102.5061929,Tavern Squad Adventurer #00630,None,4.9925112,Angry,5.7971014,None,1.1021713,Flame,16.6112957,Orc,8.0064051,Villager,11.4547537,Racial,5.8173357,Straight,35.4609929,None,1.0215548,A,2.894356,Gray,5.8377116,8,3.5100035,2d01b3496fd22b1a61e6227c27250225b1186e5ebae7360b1fc5392c54617665726e53717561643030363330
0,102.50453240000002,Tavern Squad Adventurer #05118,Shield,12.9032258,Drowsy,6.8917988,None,1.1021713,Mohawk,8.7642419,Orc,8.0064051,Rogue,12.8205128,Racial,5.8173357,Broken,34.2465753,None,1.0215548,B,3.0693677,Green,6.1957869,9,1.6655563,2d01b3496fd22b1a61e6227c27250225b1186e5ebae7360b1fc5392c54617665726e53717561643035313138
0,102.49880110000001,Tavern Squad Adventurer #04712,Pickaxe,12.5786164,Angry,5.7971014,None,1.1021713,Horns,34.0136054,Human,2.8352708,Rogue,12.8205128,Normal,3.4940601,Imperial,17.4825175,None,1.0215548,A,2.894356,Blue,6.7934783,9,1.6655563,2d01b3496fd22b1a61e6227c27250225b1186e5ebae7360b1fc5392c54617665726e53717561643034373132
0,102.48889270000001,Tavern Squad Adventurer #04216,Sword,11.9617225,Drowsy,6.8917988,None,1.1021713,Wizard,12.300123,Dwarf,4.0666938,Ice,21.2314225,Sad,9.569378,Handlebars,21.5053763,None,1.0215548,B,3.0693677,Orange,8.1037277,9,1.6655563,2d01b3496fd22b1a61e6227c27250225b1186e5ebae7360b1fc5392c54617665726e53717561643034323136
0,102.48225140000001,Tavern Squad Adventurer #06319,Shield,12.9032258,Normal,2.7624309,None,1.1021713,Bandana,8.841733,Orc,8.0064051,Wizard,13.6239782,Racial,5.8173357,Broken,34.2465753,None,1.0215548,A,2.894356,Red,9.596929,9,1.6655563,2d01b3496fd22b1a61e6227c27250225b1186e5ebae7360b1fc5392c54617665726e53717561643036333139
0,102.4796519,Tavern Squad Adventurer #09508,Spear,12.2399021,Angry,5.7971014,Eyepatch,19.9600798,None,7.6745971,Human,2.8352708,Royal Guard,16.3666121,Angry,7.6687117,Goatee,16.0771704,None,1.0215548,B,3.0693677,Orange,8.1037277,9,1.6655563,2d01b3496fd22b1a61e6227c27250225b1186e5ebae7360b1fc5392c54617665726e53717561643039353038
0,102.4786045,Tavern Squad Adventurer #00889,Lightning Sword,32.3624595,Normal,2.7624309,None,1.1021713,Apple,10.7526882,Human,2.8352708,Bone,14.47178,Sad,9.569378,Goatee,16.0771704,None,1.0215548,A,2.894356,Purple,6.9637883,9,1.6655563,2d01b3496fd22b1a61e6227c27250225b1186e5ebae7360b1fc5392c54617665726e53717561643030383839
0,102.460475,Tavern Squad Adventurer #03338,Tribal Spear,19.3050193,Normal,2.7624309,None,1.1021713,Bandana,8.841733,Dwarf,4.0666938,Druid,24.3309002,Scared,11.0497238,Waves,18.2815356,None,1.0215548,B,3.0693677,Purple,6.9637883,9,1.6655563,2d01b3496fd22b1a61e6227c27250225b1186e5ebae7360b1fc5392c54617665726e53717561643033333338
0,102.45443760000002,Tavern Squad Adventurer #08239,None,4.9925112,Normal,2.7624309,None,1.1021713,Apple,10.7526882,Human,2.8352708,Knight,13.7741047,Smoking,39.0625,Full Beard,12.9533679,None,1.0215548,A,2.894356,Blue,6.7934783,8,3.5100035,2d01b3496fd22b1a61e6227c27250225b1186e5ebae7360b1fc5392c54617665726e53717561643038323339
0,102.4497527,Tavern Squad Adventurer #08487,None,4.9925112,Crazy,15.5279503,Eyepatch,19.9600798,Short Hair,8.2304527,Elf,4.3572985,Knight,13.7741047,Normal,3.4940601,Long,18.6915888,None,1.0215548,C,3.0422878,Yellow,7.6923077,9,1.6655563,2d01b3496fd22b1a61e6227c27250225b1186e5ebae7360b1fc5392c54617665726e53717561643038343837
0,102.44475530000001,Tavern Squad Adventurer #05708,Lute,12.5313283,Angry,5.7971014,None,1.1021713,Bandana,8.841733,Dwarf,4.0666938,Ice,21.2314225,Crazy,13.1926121,Fully Braided,22.9885057,None,1.0215548,C,3.0422878,Purple,6.9637883,9,1.6655563,2d01b3496fd22b1a61e6227c27250225b1186e5ebae7360b1fc5392c54617665726e53717561643035373038
0,102.44007170000002,Tavern Squad Adventurer #03284,Axe,12.3304562,Normal,2.7624309,None,1.1021713,None,7.6745971,Elf,4.3572985,Plant,23.3100233,Crazy,13.1926121,Curved,24.2718447,None,1.0215548,B,3.0693677,Gray,5.8377116,8,3.5100035,2d01b3496fd22b1a61e6227c27250225b1186e5ebae7360b1fc5392c54617665726e53717561643033323834
0,102.43497860000001,Tavern Squad Adventurer #03391,Spear,12.2399021,Crazy,15.5279503,None,1.1021713,Bandana,8.841733,Dwarf,4.0666938,Rogue,12.8205128,Angry,7.6687117,Stout,24.8138958,None,1.0215548,B,3.0693677,Red,9.596929,9,1.6655563,2d01b3496fd22b1a61e6227c27250225b1186e5ebae7360b1fc5392c54617665726e53717561643033333931
0,102.4333775,Tavern Squad Adventurer #01805,Warpick,14.4092219,Angry,5.7971014,None,1.1021713,Ponytail,9.7847358,Elf,4.3572985,Wooden,18.3150183,Crazy,13.1926121,Wounded,22.0264317,None,1.0215548,B,3.0693677,Yellow,7.6923077,9,1.6655563,2d01b3496fd22b1a61e6227c27250225b1186e5ebae7360b1fc5392c54617665726e53717561643031383035
0,102.41455230000001,Tavern Squad Adventurer #00702,Pickaxe,12.5786164,Angry,5.7971014,None,1.1021713,Mohawk,8.7642419,Dwarf,4.0666938,Ice,21.2314225,Crazy,13.1926121,Fully Braided,22.9885057,None,1.0215548,C,3.0422878,Purple,6.9637883,9,1.6655563,2d01b3496fd22b1a61e6227c27250225b1186e5ebae7360b1fc5392c54617665726e53717561643030373032
0,102.40562010000002,Tavern Squad Adventurer #01829,Sword,11.9617225,Normal,2.7624309,None,1.1021713,Apple,10.7526882,Orc,8.0064051,Barbarian,14.9476831,Racial,5.8173357,Straight,35.4609929,None,1.0215548,B,3.0693677,Gray,5.8377116,9,1.6655563,2d01b3496fd22b1a61e6227c27250225b1186e5ebae7360b1fc5392c54617665726e53717561643031383239
0,102.4051364,Tavern Squad Adventurer #01443,Bow,17.6678445,Scared,9.3632959,None,1.1021713,Apple,10.7526882,Elf,4.3572985,Wooden,18.3150183,Normal,3.4940601,Wounded,22.0264317,None,1.0215548,C,3.0422878,Red,9.596929,9,1.6655563,2d01b3496fd22b1a61e6227c27250225b1186e5ebae7360b1fc5392c54617665726e53717561643031343433
0,102.40321450000002,Tavern Squad Adventurer #09306,Pickaxe,12.5786164,Sad,7.6863951,None,1.1021713,Mohawk,8.7642419,Elf,4.3572985,Plant,23.3100233,Crazy,13.1926121,Long,18.6915888,None,1.0215548,B,3.0693677,Purple,6.9637883,9,1.6655563,2d01b3496fd22b1a61e6227c27250225b1186e5ebae7360b1fc5392c54617665726e53717561643039333036
0,102.39177900000001,Tavern Squad Adventurer #04836,None,4.9925112,Angry,5.7971014,None,1.1021713,Mohawk,8.7642419,Orc,8.0064051,Barbarian,14.9476831,Racial,5.8173357,Crooked,39.5256917,None,1.0215548,B,3.0693677,Gray,5.8377116,8,3.5100035,2d01b3496fd22b1a61e6227c27250225b1186e5ebae7360b1fc5392c54617665726e53717561643034383336
0,102.3904143,Tavern Squad Adventurer #03803,Bow,17.6678445,Normal,2.7624309,None,1.1021713,None,7.6745971,Human,2.8352708,Rogue,12.8205128,Drowsy,9.3196645,None,12.0918984,None,1.0215548,A,2.894356,Orange,8.1037277,7,24.0963855,2d01b3496fd22b1a61e6227c27250225b1186e5ebae7360b1fc5392c54617665726e53717561643033383033
0,102.383468,Tavern Squad Adventurer #06145,None,4.9925112,Sad,7.6863951,None,1.1021713,Mohawk,8.7642419,Elf,4.3572985,Druid,24.3309002,Sad,9.569378,Spiky,28.1690141,None,1.0215548,C,3.0422878,Gray,5.8377116,8,3.5100035,2d01b3496fd22b1a61e6227c27250225b1186e5ebae7360b1fc5392c54617665726e53717561643036313435
0,102.36281360000001,Tavern Squad Adventurer #00109,None,4.9925112,Crazy,15.5279503,None,1.1021713,None,7.6745971,Dwarf,4.0666938,Rogue,12.8205128,Normal,3.4940601,Braided Mustache,16.4203612,None,1.0215548,C,3.0422878,Orange,8.1037277,7,24.0963855,2d01b3496fd22b1a61e6227c27250225b1186e5ebae7360b1fc5392c54617665726e53717561643030313039
0,102.35881370000001,Tavern Squad Adventurer #07740,None,4.9925112,Sad,7.6863951,None,1.1021713,None,7.6745971,Human,2.8352708,Wooden,18.3150183,Drowsy,9.3196645,Goatee,16.0771704,None,1.0215548,C,3.0422878,Green,6.1957869,7,24.0963855,2d01b3496fd22b1a61e6227c27250225b1186e5ebae7360b1fc5392c54617665726e53717561643037373430
0,102.35558750000003,Tavern Squad Adventurer #03140,Lute,12.5313283,Normal,2.7624309,None,1.1021713,Long Hair,8.1632653,Orc,8.0064051,Chain Mail,11.1731844,Racial,5.8173357,Crooked,39.5256917,None,1.0215548,A,2.894356,Yellow,7.6923077,9,1.6655563,2d01b3496fd22b1a61e6227c27250225b1186e5ebae7360b1fc5392c54617665726e53717561643033313430
0,102.34942910000001,Tavern Squad Adventurer #06300,Fire Maul,20.746888,Drowsy,6.8917988,None,1.1021713,Wizard,12.300123,Elf,4.3572985,Plant,23.3100233,Normal,3.4940601,Earring,18.5528757,None,1.0215548,B,3.0693677,Gray,5.8377116,9,1.6655563,2d01b3496fd22b1a61e6227c27250225b1186e5ebae7360b1fc5392c54617665726e53717561643036333030
0,102.34821750000002,Tavern Squad Adventurer #00794,Lightning Sword,32.3624595,Scared,9.3632959,None,1.1021713,Ponytail,9.7847358,Human,2.8352708,Traveller,12.0772947,Drowsy,9.3196645,Full Beard,12.9533679,None,1.0215548,B,3.0693677,Blue,6.7934783,9,1.6655563,2d01b3496fd22b1a61e6227c27250225b1186e5ebae7360b1fc5392c54617665726e53717561643030373934
0,102.33898760000001,Tavern Squad Adventurer #07814,Pickaxe,12.5786164,Normal,2.7624309,None,1.1021713,Apple,10.7526882,Orc,8.0064051,Wizard,13.6239782,Racial,5.8173357,Broken,34.2465753,None,1.0215548,B,3.0693677,Yellow,7.6923077,9,1.6655563,2d01b3496fd22b1a61e6227c27250225b1186e5ebae7360b1fc5392c54617665726e53717561643037383134
0,102.30620250000001,Tavern Squad Adventurer #04409,Fire Maul,20.746888,Sad,7.6863951,None,1.1021713,Short Hair,8.2304527,Human,2.8352708,Ice,21.2314225,Sad,9.569378,Imperial,17.4825175,None,1.0215548,C,3.0422878,Yellow,7.6923077,9,1.6655563,2d01b3496fd22b1a61e6227c27250225b1186e5ebae7360b1fc5392c54617665726e53717561643034343039
0,102.30107700000002,Tavern Squad Adventurer #04758,Warpick,14.4092219,Angry,5.7971014,None,1.1021713,None,7.6745971,Human,2.8352708,Chain Mail,11.1731844,Crazy,13.1926121,None,12.0918984,None,1.0215548,B,3.0693677,Gray,5.8377116,7,24.0963855,2d01b3496fd22b1a61e6227c27250225b1186e5ebae7360b1fc5392c54617665726e53717561643034373538
0,102.29888590000002,Tavern Squad Adventurer #02854,Shield,12.9032258,Drowsy,6.8917988,None,1.1021713,Apple,10.7526882,Dwarf,4.0666938,Druid,24.3309002,Angry,7.6687117,Fully Braided,22.9885057,None,1.0215548,B,3.0693677,Gray,5.8377116,9,1.6655563,2d01b3496fd22b1a61e6227c27250225b1186e5ebae7360b1fc5392c54617665726e53717561643032383534
0,102.29267660000001,Tavern Squad Adventurer #02624,Warpick,14.4092219,Drowsy,6.8917988,None,1.1021713,Apple,10.7526882,Elf,4.3572985,Ice,21.2314225,Sad,9.569378,Wounded,22.0264317,None,1.0215548,B,3.0693677,Green,6.1957869,9,1.6655563,2d01b3496fd22b1a61e6227c27250225b1186e5ebae7360b1fc5392c54617665726e53717561643032363234
0,102.29019930000001,Tavern Squad Adventurer #02885,Sword,11.9617225,Normal,2.7624309,None,1.1021713,Apple,10.7526882,Orc,8.0064051,Barbarian,14.9476831,Racial,5.8173357,Broken,34.2465753,None,1.0215548,C,3.0422878,Purple,6.9637883,9,1.6655563,2d01b3496fd22b1a61e6227c27250225b1186e5ebae7360b1fc5392c54617665726e53717561643032383835
0,102.2844355,Tavern Squad Adventurer #04586,Bow,17.6678445,Drowsy,6.8917988,None,1.1021713,Wizard,12.300123,Elf,4.3572985,Barbarian,14.9476831,Sad,9.569378,Wounded,22.0264317,None,1.0215548,C,3.0422878,Yellow,7.6923077,9,1.6655563,2d01b3496fd22b1a61e6227c27250225b1186e5ebae7360b1fc5392c54617665726e53717561643034353836
0,102.27573140000001,Tavern Squad Adventurer #05308,Warpick,14.4092219,Normal,2.7624309,None,1.1021713,Ponytail,9.7847358,Orc,8.0064051,Wizard,13.6239782,Racial,5.8173357,Broken,34.2465753,None,1.0215548,C,3.0422878,Blue,6.7934783,9,1.6655563,2d01b3496fd22b1a61e6227c27250225b1186e5ebae7360b1fc5392c54617665726e53717561643035333038
0,102.2688894,Tavern Squad Adventurer #06865,None,4.9925112,Drowsy,6.8917988,None,1.1021713,Mohawk,8.7642419,Orc,8.0064051,Chain Mail,11.1731844,Racial,5.8173357,Skinny,40.9836066,None,1.0215548,C,3.0422878,Purple,6.9637883,8,3.5100035,2d01b3496fd22b1a61e6227c27250225b1186e5ebae7360b1fc5392c54617665726e53717561643036383635
0,102.26240750000001,Tavern Squad Adventurer #01457,Lute,12.5313283,Normal,2.7624309,None,1.1021713,Horns,34.0136054,Human,2.8352708,Chain Mail,11.1731844,Angry,7.6687117,Imperial,17.4825175,None,1.0215548,C,3.0422878,Purple,6.9637883,9,1.6655563,2d01b3496fd22b1a61e6227c27250225b1186e5ebae7360b1fc5392c54617665726e53717561643031343537
0,102.24189260000001,Tavern Squad Adventurer #06506,Spear,12.2399021,Normal,2.7624309,None,1.1021713,Long Hair,8.1632653,Orc,8.0064051,Explorer,11.3895216,Racial,5.8173357,Skinny,40.9836066,None,1.0215548,A,2.894356,Green,6.1957869,9,1.6655563,2d01b3496fd22b1a61e6227c27250225b1186e5ebae7360b1fc5392c54617665726e53717561643036353036
0,102.2356027,Tavern Squad Adventurer #08480,Fire Maul,20.746888,Crazy,15.5279503,None,1.1021713,Long Hair,8.1632653,Human,2.8352708,Villager,11.4547537,Sad,9.569378,Imperial,17.4825175,None,1.0215548,B,3.0693677,Red,9.596929,9,1.6655563,2d01b3496fd22b1a61e6227c27250225b1186e5ebae7360b1fc5392c54617665726e53717561643038343830
0,102.23004630000001,Tavern Squad Adventurer #00304,Warpick,14.4092219,Normal,2.7624309,None,1.1021713,None,7.6745971,Orc,8.0064051,Barbarian,14.9476831,Racial,5.8173357,Broken,34.2465753,None,1.0215548,A,2.894356,Gray,5.8377116,8,3.5100035,2d01b3496fd22b1a61e6227c27250225b1186e5ebae7360b1fc5392c54617665726e53717561643030333034
0,102.2265847,Tavern Squad Adventurer #04669,Lightning Sword,32.3624595,Normal,2.7624309,None,1.1021713,None,7.6745971,Dwarf,4.0666938,Bone,14.47178,Sad,9.569378,Braided Mustache,16.4203612,None,1.0215548,B,3.0693677,Green,6.1957869,8,3.5100035,2d01b3496fd22b1a61e6227c27250225b1186e5ebae7360b1fc5392c54617665726e53717561643034363639
0,102.22169650000001,Tavern Squad Adventurer #08257,Pickaxe,12.5786164,Normal,2.7624309,None,1.1021713,Wizard,12.300123,Dwarf,4.0666938,Druid,24.3309002,Sad,9.569378,Fully Braided,22.9885057,None,1.0215548,C,3.0422878,Blue,6.7934783,9,1.6655563,2d01b3496fd22b1a61e6227c27250225b1186e5ebae7360b1fc5392c54617665726e53717561643038323537
0,102.20483650000003,Tavern Squad Adventurer #07310,Axe,12.3304562,Normal,2.7624309,None,1.1021713,Mohawk,8.7642419,Orc,8.0064051,Royal Guard,16.3666121,Racial,5.8173357,Straight,35.4609929,None,1.0215548,B,3.0693677,Gray,5.8377116,9,1.6655563,2d01b3496fd22b1a61e6227c27250225b1186e5ebae7360b1fc5392c54617665726e53717561643037333130
0,102.20411280000002,Tavern Squad Adventurer #05501,None,4.9925112,Crazy,15.5279503,None,1.1021713,Wizard,12.300123,Dwarf,4.0666938,Bone,14.47178,Scared,11.0497238,Fully Braided,22.9885057,None,1.0215548,B,3.0693677,Orange,8.1037277,8,3.5100035,2d01b3496fd22b1a61e6227c27250225b1186e5ebae7360b1fc5392c54617665726e53717561643035353031
0,102.196416,Tavern Squad Adventurer #03165,Tribal Spear,19.3050193,Scared,9.3632959,None,1.1021713,Long Hair,8.1632653,Dwarf,4.0666938,Barbarian,14.9476831,Scared,11.0497238,Handlebars,21.5053763,None,1.0215548,C,3.0422878,Purple,6.9637883,9,1.6655563,2d01b3496fd22b1a61e6227c27250225b1186e5ebae7360b1fc5392c54617665726e53717561643033313635
0,102.1823414,Tavern Squad Adventurer #06827,Warpick,14.4092219,Angry,5.7971014,None,1.1021713,Apple,10.7526882,Elf,4.3572985,Druid,24.3309002,Drowsy,9.3196645,Long,18.6915888,None,1.0215548,C,3.0422878,Yellow,7.6923077,9,1.6655563,2d01b3496fd22b1a61e6227c27250225b1186e5ebae7360b1fc5392c54617665726e53717561643036383237
0,102.1701929,Tavern Squad Adventurer #09546,Spear,12.2399021,Scared,9.3632959,None,1.1021713,Mohawk,8.7642419,Elf,4.3572985,Ice,21.2314225,Normal,3.4940601,Spiky,28.1690141,None,1.0215548,B,3.0693677,Yellow,7.6923077,9,1.6655563,2d01b3496fd22b1a61e6227c27250225b1186e5ebae7360b1fc5392c54617665726e53717561643039353436
0,102.168631,Tavern Squad Adventurer #00801,Spear,12.2399021,Normal,2.7624309,None,1.1021713,Ponytail,9.7847358,Orc,8.0064051,Bone,14.47178,Racial,5.8173357,Straight,35.4609929,None,1.0215548,C,3.0422878,Blue,6.7934783,9,1.6655563,2d01b3496fd22b1a61e6227c27250225b1186e5ebae7360b1fc5392c54617665726e53717561643030383031
0,102.16067840000002,Tavern Squad Adventurer #05030,Fire Maul,20.746888,Normal,2.7624309,None,1.1021713,None,7.6745971,Human,2.8352708,Druid,24.3309002,Crazy,13.1926121,Goatee,16.0771704,None,1.0215548,B,3.0693677,Gray,5.8377116,8,3.5100035,2d01b3496fd22b1a61e6227c27250225b1186e5ebae7360b1fc5392c54617665726e53717561643035303330
0,102.15912660000001,Tavern Squad Adventurer #04144,Sword,11.9617225,Crazy,15.5279503,None,1.1021713,Short Hair,8.2304527,Human,2.8352708,Plant,23.3100233,Crazy,13.1926121,Ducktail,13.6239782,None,1.0215548,A,2.894356,Blue,6.7934783,9,1.6655563,2d01b3496fd22b1a61e6227c27250225b1186e5ebae7360b1fc5392c54617665726e53717561643034313434
0,102.1493799,Tavern Squad Adventurer #03693,Fire Maul,20.746888,Sad,7.6863951,None,1.1021713,Bandana,8.841733,Dwarf,4.0666938,Knight,13.7741047,Angry,7.6687117,Stout,24.8138958,None,1.0215548,B,3.0693677,Yellow,7.6923077,9,1.6655563,2d01b3496fd22b1a61e6227c27250225b1186e5ebae7360b1fc5392c54617665726e53717561643033363933
0,102.1460155,Tavern Squad Adventurer #03669,Lightning Sword,32.3624595,Sad,7.6863951,None,1.1021713,Wizard,12.300123,Human,2.8352708,Royal Guard,16.3666121,Normal,3.4940601,Ducktail,13.6239782,None,1.0215548,A,2.894356,Blue,6.7934783,9,1.6655563,2d01b3496fd22b1a61e6227c27250225b1186e5ebae7360b1fc5392c54617665726e53717561643033363639
0,102.14541550000001,Tavern Squad Adventurer #08416,Axe,12.3304562,Crazy,15.5279503,None,1.1021713,Long Hair,8.1632653,Elf,4.3572985,Wizard,13.6239782,Drowsy,9.3196645,Curved,24.2718447,None,1.0215548,B,3.0693677,Yellow,7.6923077,9,1.6655563,2d01b3496fd22b1a61e6227c27250225b1186e5ebae7360b1fc5392c54617665726e53717561643038343136
0,102.1278495,Tavern Squad Adventurer #09695,Bow,17.6678445,Angry,5.7971014,None,1.1021713,Apple,10.7526882,Elf,4.3572985,Villager,11.4547537,Scared,11.0497238,Spiky,28.1690141,None,1.0215548,A,2.894356,Green,6.1957869,9,1.6655563,2d01b3496fd22b1a61e6227c27250225b1186e5ebae7360b1fc5392c54617665726e53717561643039363935
0,102.1105539,Tavern Squad Adventurer #04497,Pickaxe,12.5786164,Normal,2.7624309,None,1.1021713,Wizard,12.300123,Dwarf,4.0666938,Plant,23.3100233,Scared,11.0497238,Fully Braided,22.9885057,None,1.0215548,B,3.0693677,Green,6.1957869,9,1.6655563,2d01b3496fd22b1a61e6227c27250225b1186e5ebae7360b1fc5392c54617665726e53717561643034343937
0,102.1005056,Tavern Squad Adventurer #04869,Lightning Sword,32.3624595,Normal,2.7624309,None,1.1021713,Wizard,12.300123,Human,2.8352708,Knight,13.7741047,Drowsy,9.3196645,Goatee,16.0771704,None,1.0215548,C,3.0422878,Gray,5.8377116,9,1.6655563,2d01b3496fd22b1a61e6227c27250225b1186e5ebae7360b1fc5392c54617665726e53717561643034383639
0,102.0963753,Tavern Squad Adventurer #01605,Shield,12.9032258,Normal,2.7624309,None,1.1021713,Flame,16.6112957,Dwarf,4.0666938,Wooden,18.3150183,Sad,9.569378,Stout,24.8138958,None,1.0215548,B,3.0693677,Green,6.1957869,9,1.6655563,2d01b3496fd22b1a61e6227c27250225b1186e5ebae7360b1fc5392c54617665726e53717561643031363035
0,102.08187029999999,Tavern Squad Adventurer #08322,None,4.9925112,Sad,7.6863951,None,1.1021713,Short Hair,8.2304527,Orc,8.0064051,Villager,11.4547537,Racial,5.8173357,Crooked,39.5256917,None,1.0215548,C,3.0422878,Yellow,7.6923077,8,3.5100035,2d01b3496fd22b1a61e6227c27250225b1186e5ebae7360b1fc5392c54617665726e53717561643038333232
0,102.07027100000002,Tavern Squad Adventurer #09713,Axe,12.3304562,Crazy,15.5279503,None,1.1021713,Short Hair,8.2304527,Elf,4.3572985,Rogue,12.8205128,Sad,9.569378,Curved,24.2718447,None,1.0215548,B,3.0693677,Orange,8.1037277,9,1.6655563,2d01b3496fd22b1a61e6227c27250225b1186e5ebae7360b1fc5392c54617665726e53717561643039373133
0,102.0688343,Tavern Squad Adventurer #09795,Lute,12.5313283,Drowsy,6.8917988,None,1.1021713,Flame,16.6112957,Elf,4.3572985,Royal Guard,16.3666121,Normal,3.4940601,Spiky,28.1690141,None,1.0215548,A,2.894356,Purple,6.9637883,9,1.6655563,2d01b3496fd22b1a61e6227c27250225b1186e5ebae7360b1fc5392c54617665726e53717561643039373935
